pension_start_age,spend_multiplier,strategy,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
60,0.7500,DynamicV1Rebalance,6.0000,6221.7587,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.5450,167.3985,158.8762,150.7878,143.0113,135.7666,129.9611,125.6856,121.7196,118.2538,116.3284,115.2470,113.1656,111.3800,109.8303,108.5467,105.0492,101.7243,98.8782,93.6586,87.9028,84.3253,77.8173,71.7299,64.0808,58.1777,50.1036
60,0.7500,DynamicV1Rebalance,6.0000,6221.7587,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.1199,202.9771,196.0647,188.6623,183.2629,179.9832,175.6811,174.7346,171.6582,172.2629,174.4452,174.5272,175.6769,176.5355,177.7805,176.8521,174.0042,172.4355,169.8938,166.5374,163.0791,158.6186,152.9042,148.2280,141.4069,134.0216,125.8099
60,0.7500,SpendAwareDPRebalance (re60),6.0000,6221.7587,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9995,0.9995,0.9995,0.9990,0.9985,0.9985,0.9980,0.9975,0.9950,0.9930,0.9910,0.9880,0.9875,0.9860,0.9845,0.9825,0.9790,0.9765,0.9740,0.9705,0.9670,0.9640,0.9615
60,0.7500,SpendAwareDPRebalance (re60),6.0000,6221.7587,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2742,133.7464,123.7398,114.5428,105.6232,98.4714,92.5195,86.5403,82.6377,78.7864,75.7791,73.1988,70.8379,67.9846,64.9916,61.0519,57.6731,54.0727,49.1505,45.3506,38.6322,33.7013,28.3724,21.2370,14.2783,7.0917,0.4706
60,0.7500,SpendAwareDPRebalance (re60),6.0000,6221.7587,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.5450,167.4998,158.9717,151.0678,143.1583,136.1892,130.7295,126.1745,122.3675,119.8742,117.4495,116.9569,114.3547,112.9029,111.2298,109.2753,107.2116,104.8984,101.3583,95.5179,90.8664,86.1501,79.3817,72.7374,64.7903,58.2666,50.0230
60,0.7500,SpendAwareDPRebalance (re60),6.0000,6221.7587,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.1199,203.0354,196.0972,188.8170,183.9068,180.3514,176.0768,174.9801,173.2268,173.2638,175.4179,176.9410,177.3850,177.4073,179.5610,178.4192,177.1848,174.6077,172.5002,169.2181,165.5816,160.0291,153.6033,148.2280,141.4069,132.3303,122.6817
60,0.7500,SpendAwareDPRebalance (re40),6.0000,6221.7587,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9995,0.9995,0.9995,0.9995,0.9990,0.9985,0.9985,0.9980,0.9970,0.9965,0.9935,0.9925,0.9900,0.9895,0.9880,0.9860,0.9840,0.9820,0.9805,0.9760,0.9725,0.9710,0.9680,0.9655
60,0.7500,SpendAwareDPRebalance (re40),6.0000,6221.7587,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2742,133.7464,123.6016,114.5428,105.6232,98.4714,92.5195,86.5403,82.6377,78.7864,75.7791,73.0096,71.1862,68.0359,65.5589,61.5686,58.4282,54.7744,49.9958,45.4903,39.1194,34.2272,29.0512,21.6980,14.9770,7.8398,1.1074
60,0.7500,SpendAwareDPRebalance (re40),6.0000,6221.7587,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.5450,167.4998,158.8762,151.0678,143.1583,136.1892,130.7295,126.1745,122.3675,119.8742,117.4495,116.8402,114.7032,112.9645,111.4989,109.4938,107.4786,105.3605,101.4840,95.9850,91.9103,87.5733,80.1033,72.9740,65.5995,59.5054,52.1586
60,0.7500,SpendAwareDPRebalance (re40),6.0000,6221.7587,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.1199,203.0354,196.0647,188.8170,183.9068,180.3514,176.0768,174.9801,173.2268,173.2638,175.4179,176.6290,178.0730,177.2710,179.7559,178.6904,177.6938,175.5358,172.7768,169.4809,166.2871,163.1713,154.1998,148.3942,142.1838,134.3584,125.2153
60,0.7500,No dynamic rebalance,7.0000,5332.9360,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9990,0.9960,0.9960,0.9925,0.9885,0.9875,0.9815,0.9770,0.9675,0.9615,0.9535,0.9460,0.9395,0.9325,0.9235,0.9135,0.9065,0.8965,0.8880,0.8795,0.8730,0.8690,0.8650,0.8600,0.8565,0.8530
60,0.7500,No dynamic rebalance,7.0000,5332.9360,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2073,133.5574,122.9997,113.9796,104.9914,96.8452,90.5544,84.3394,78.2899,73.0470,69.4593,65.6020,60.5689,56.3147,52.0015,47.7448,41.5047,36.7777,31.0981,24.8257,18.7256,12.2380,6.8127,1.2140,0.0000,0.0000,0.0000
60,0.7500,No dynamic rebalance,7.0000,5332.9360,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.4549,167.3190,158.4250,150.4525,142.3475,134.6744,128.9929,123.7634,119.6452,115.2920,112.4508,110.2588,107.1086,105.0535,102.6292,98.1776,94.1953,88.7187,84.4126,79.3702,73.1092,66.0624,60.3892,52.7053,44.7696,37.1721,29.2952
60,0.7500,No dynamic rebalance,7.0000,5332.9360,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.0777,202.9232,195.5896,188.5629,182.5995,178.1719,174.1750,171.5138,169.9065,167.8349,167.2447,167.2254,165.1663,165.0780,165.7183,163.8935,161.1680,159.5699,154.4283,150.0952,142.3107,137.2234,130.4473,123.2332,114.2534,105.7782,96.0985
60,0.7500,固定最適比率,7.0000,5332.9360,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9990,0.9960,0.9960,0.9925,0.9885,0.9875,0.9815,0.9770,0.9675,0.9615,0.9535,0.9460,0.9395,0.9325,0.9235,0.9135,0.9065,0.8965,0.8880,0.8795,0.8730,0.8690,0.8650,0.8600,0.8565,0.8530
60,0.7500,固定最適比率,7.0000,5332.9360,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2073,133.5574,122.9997,113.9796,104.9914,96.8452,90.5544,84.3394,78.2899,73.0470,69.4593,65.6020,60.5689,56.3147,52.0015,47.7448,41.5047,36.7777,31.0981,24.8257,18.7256,12.2380,6.8127,1.2140,0.0000,0.0000,0.0000
60,0.7500,固定最適比率,7.0000,5332.9360,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.4549,167.3190,158.4250,150.4525,142.3475,134.6744,128.9929,123.7634,119.6452,115.2920,112.4508,110.2588,107.1086,105.0535,102.6292,98.1776,94.1953,88.7187,84.4126,79.3702,73.1092,66.0624,60.3892,52.7053,44.7696,37.1721,29.2952
60,0.7500,固定最適比率,7.0000,5332.9360,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.0777,202.9232,195.5896,188.5629,182.5995,178.1719,174.1750,171.5138,169.9065,167.8349,167.2447,167.2254,165.1663,165.0780,165.7183,163.8935,161.1680,159.5699,154.4283,150.0952,142.3107,137.2234,130.4473,123.2332,114.2534,105.7782,96.0985
60,0.7500,DynamicV1Rebalance,7.0000,5332.9360,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9990,0.9970,0.9960,0.9935,0.9905,0.9885,0.9845,0.9820,0.9730,0.9690,0.9660,0.9600,0.9525,0.9480,0.9450,0.9405,0.9395,0.9370,0.9350,0.9320,0.9270,0.9220,0.9175,0.9165,0.9130,0.9115
60,0.7500,DynamicV1Rebalance,7.0000,5332.9360,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2073,133.5574,123.1654,113.9796,105.1058,97.0311,90.7621,84.7323,79.2240,73.9895,70.6823,68.1212,63.3831,59.3368,55.2493,51.7550,48.4172,44.8842,39.4110,34.4369,30.1310,23.1367,17.2082,11.0690,5.8225,0.0000,0.0000
60,0.7500,DynamicV1Rebalance,7.0000,5332.9360,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.4549,167.3190,158.5029,150.4525,142.5005,134.8950,129.0446,124.0013,120.0584,115.9747,113.4509,112.0344,109.3238,106.8654,104.9377,103.1835,98.7154,96.1110,91.9660,87.9495,82.9377,77.3082,69.9230,62.1635,55.0121,48.1399,41.5214
60,0.7500,DynamicV1Rebalance,7.0000,5332.9360,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.0777,202.9232,195.6829,188.5629,182.7832,178.6071,174.8669,172.5844,170.4173,168.4661,169.4945,169.4371,168.5808,168.7398,169.7710,168.3476,167.0112,165.8426,162.9755,159.6082,155.1548,149.7022,144.4708,137.2518,131.6465,122.5037,113.1481
60,0.7500,SpendAwareDPRebalance (re60),7.0000,5332.9360,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9985,0.9985,0.9975,0.9960,0.9955,0.9955,0.9940,0.9920,0.9895,0.9870,0.9845,0.9845,0.9810,0.9760,0.9745,0.9725,0.9660,0.9620,0.9575,0.9515,0.9450,0.9420,0.9385,0.9370,0.9340
60,0.7500,SpendAwareDPRebalance (re60),7.0000,5332.9360,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2742,133.6269,123.3189,114.3687,105.3963,98.0242,92.0259,86.0490,81.6609,77.4565,74.1380,71.1082,68.1264,65.9081,61.6033,57.9178,55.1124,50.7708,45.7454,39.4248,34.4925,29.1256,22.1665,15.8339,9.6390,2.9075,0.0000
60,0.7500,SpendAwareDPRebalance (re60),7.0000,5332.9360,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.5450,167.3985,158.7966,150.9413,143.0279,135.7253,129.9299,125.8318,122.0387,118.2797,116.2045,114.7975,112.8791,111.3800,109.5773,107.4779,104.5758,101.2608,96.8063,91.8626,85.9085,79.5012,72.7654,65.1102,59.1486,50.8933,43.1388
60,0.7500,SpendAwareDPRebalance (re60),7.0000,5332.9360,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.1199,202.9771,196.0647,188.8170,183.6641,179.4598,175.5687,174.7346,171.7582,171.9446,173.5112,173.0549,173.8855,175.8327,175.3809,174.4753,172.0455,170.4477,166.8527,161.8757,156.3298,149.9641,143.8789,137.5612,130.3904,121.8966,112.4772
60,0.7500,SpendAwareDPRebalance (re40),7.0000,5332.9360,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9985,0.9980,0.9975,0.9960,0.9955,0.9945,0.9930,0.9920,0.9900,0.9870,0.9850,0.9835,0.9815,0.9795,0.9765,0.9730,0.9675,0.9630,0.9585,0.9520,0.9480,0.9470,0.9420,0.9390,0.9345
60,0.7500,SpendAwareDPRebalance (re40),7.0000,5332.9360,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2948,144.2742,133.6269,123.3189,114.3272,105.3963,98.0242,92.0259,85.9380,81.4255,77.4565,74.1605,71.1082,68.1837,65.7172,61.7688,58.7612,55.3691,50.8446,45.8594,39.5303,35.0309,29.3541,22.7724,17.1220,9.9797,3.1603,0.0000
60,0.7500,SpendAwareDPRebalance (re40),7.0000,5332.9360,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,184.0467,175.5450,167.3985,158.7966,150.7878,143.0279,135.7253,129.9299,125.6856,121.7967,118.2797,116.2490,114.7975,113.0103,111.3241,109.6480,108.3365,104.9614,101.3137,97.1400,91.9947,86.0175,79.5168,73.5193,66.3766,59.7034,51.4442,43.1594
60,0.7500,SpendAwareDPRebalance (re40),7.0000,5332.9360,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.2857,209.1199,202.9771,196.0647,188.7379,183.6641,179.4598,175.5687,174.6236,171.5635,171.9446,173.9710,173.0549,174.0993,175.6824,175.5760,175.3844,172.4312,170.4477,166.9209,161.9855,156.6464,150.0775,145.5550,138.9854,131.6465,122.1526,112.4772
60,0.7500,No dynamic rebalance,8.0000,4666.3190,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9990,0.9960,0.9935,0.9890,0.9840,0.9790,0.9710,0.9620,0.9535,0.9410,0.9325,0.9195,0.9035,0.8945,0.8780,0.8695,0.8600,0.8510,0.8450,0.8395,0.8330,0.8260,0.8160,0.8065,0.8010,0.7970,0.7945
60,0.7500,No dynamic rebalance,8.0000,4666.3190,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2471,144.1068,133.3167,122.5320,112.9572,103.9021,96.0059,88.1671,80.7843,74.8359,69.5623,65.4406,60.0136,53.6266,48.3236,41.1463,35.8586,30.0518,24.0454,18.9003,13.6974,7.5680,0.7660,0.0000,0.0000,0.0000,0.0000,0.0000
60,0.7500,No dynamic rebalance,8.0000,4666.3190,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,183.9530,175.4332,166.6651,158.1105,149.1157,141.7279,133.1947,126.8574,120.8488,115.4596,111.4543,108.3111,104.3269,101.2872,97.5754,92.7390,89.7601,85.1894,80.8812,75.8346,70.1125,64.2740,57.3414,50.1438,41.0962,34.1536,26.7872,19.8996
60,0.7500,No dynamic rebalance,8.0000,4666.3190,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.1298,209.0366,202.6310,195.3919,187.8741,181.3781,176.8854,171.8290,168.0198,166.7402,164.7561,164.0450,159.8375,157.2874,157.5350,154.7501,154.5583,150.5724,146.2997,141.4358,136.1809,132.6627,125.9499,118.8331,109.1975,101.0245,92.9038,84.7359
60,0.7500,固定最適比率,8.0000,4666.3190,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9990,0.9960,0.9935,0.9890,0.9840,0.9790,0.9710,0.9620,0.9535,0.9410,0.9325,0.9195,0.9035,0.8945,0.8780,0.8695,0.8600,0.8510,0.8450,0.8395,0.8330,0.8260,0.8160,0.8065,0.8010,0.7970,0.7945
60,0.7500,固定最適比率,8.0000,4666.3190,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2471,144.1068,133.3167,122.5320,112.9572,103.9021,96.0059,88.1671,80.7843,74.8359,69.5623,65.4406,60.0136,53.6266,48.3236,41.1463,35.8586,30.0518,24.0454,18.9003,13.6974,7.5680,0.7660,0.0000,0.0000,0.0000,0.0000,0.0000
60,0.7500,固定最適比率,8.0000,4666.3190,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,183.9530,175.4332,166.6651,158.1105,149.1157,141.7279,133.1947,126.8574,120.8488,115.4596,111.4543,108.3111,104.3269,101.2872,97.5754,92.7390,89.7601,85.1894,80.8812,75.8346,70.1125,64.2740,57.3414,50.1438,41.0962,34.1536,26.7872,19.8996
60,0.7500,固定最適比率,8.0000,4666.3190,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.1298,209.0366,202.6310,195.3919,187.8741,181.3781,176.8854,171.8290,168.0198,166.7402,164.7561,164.0450,159.8375,157.2874,157.5350,154.7501,154.5583,150.5724,146.2997,141.4358,136.1809,132.6627,125.9499,118.8331,109.1975,101.0245,92.9038,84.7359
60,0.7500,DynamicV1Rebalance,8.0000,4666.3190,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9990,0.9960,0.9935,0.9890,0.9845,0.9795,0.9725,0.9640,0.9580,0.9455,0.9370,0.9305,0.9175,0.9090,0.8940,0.8865,0.8785,0.8720,0.8665,0.8650,0.8615,0.8585,0.8555,0.8505,0.8490,0.8450,0.8435
60,0.7500,DynamicV1Rebalance,8.0000,4666.3190,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2471,144.1068,133.3167,122.5320,112.9572,103.9606,96.0167,88.5308,81.1398,75.4160,70.0414,66.0485,61.7236,56.7746,50.6200,45.3012,39.0616,34.8102,29.5829,24.1324,19.7585,15.0118,9.7397,4.5849,0.0000,0.0000,0.0000,0.0000
60,0.7500,DynamicV1Rebalance,8.0000,4666.3190,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,183.9530,175.4332,166.6651,158.1105,149.1157,141.7600,133.2095,127.1399,121.2343,115.8132,111.9111,109.2174,106.1096,103.0100,100.3557,95.7544,92.6686,88.1512,83.6777,79.7860,75.7108,69.9648,64.4313,58.0917,50.6549,43.1553,35.6267,28.3606
60,0.7500,DynamicV1Rebalance,8.0000,4666.3190,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.1298,209.0366,202.6310,195.3919,187.8741,181.5381,176.9973,172.0481,168.2199,167.4284,165.1661,164.2955,161.8637,161.4071,159.8350,158.0803,157.0443,154.2889,151.0556,147.3558,144.4410,139.2129,134.7964,129.3977,121.2158,114.3178,105.4936,96.3001
60,0.7500,SpendAwareDPRebalance (re60),8.0000,4666.3190,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9990,0.9965,0.9950,0.9940,0.9915,0.9905,0.9885,0.9855,0.9805,0.9785,0.9750,0.9685,0.9635,0.9580,0.9490,0.9430,0.9375,0.9320,0.9240,0.9170,0.9125,0.9085,0.9040,0.8975,0.8920,0.8870,0.8815
60,0.7500,SpendAwareDPRebalance (re60),8.0000,4666.3190,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2471,144.1068,133.3244,122.7562,113.4033,104.9108,97.0311,90.7621,84.7879,78.5876,74.9472,71.4222,68.3727,63.7346,60.0702,54.9861,51.2342,47.2994,42.1906,36.4807,31.1558,25.4053,19.5329,13.2841,6.8149,0.2525,0.0000,0.0000
60,0.7500,SpendAwareDPRebalance (re60),8.0000,4666.3190,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,183.9530,175.4332,166.7506,158.3927,150.0873,142.2123,134.8950,129.0446,124.0596,119.9546,116.3098,114.4816,112.1356,109.3399,107.4236,104.8885,101.7436,97.8688,94.7215,89.0390,83.6616,78.3557,71.9720,65.3786,57.1650,50.0661,42.0009,34.0018
60,0.7500,SpendAwareDPRebalance (re60),8.0000,4666.3190,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.1298,209.0366,202.6310,195.4565,188.0979,182.4190,178.2966,174.1750,171.7887,169.9963,168.8037,169.5984,168.5128,167.6708,168.3585,167.9893,166.6288,163.6875,162.1131,157.7789,153.5986,147.5734,141.9366,136.2009,127.8783,117.9884,108.2468,98.4750
60,0.7500,SpendAwareDPRebalance (re40),8.0000,4666.3190,373.3055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9990,0.9965,0.9950,0.9940,0.9915,0.9910,0.9890,0.9855,0.9805,0.9790,0.9735,0.9685,0.9620,0.9570,0.9490,0.9460,0.9410,0.9340,0.9280,0.9225,0.9150,0.9085,0.9040,0.8985,0.8935,0.8885,0.8820
60,0.7500,SpendAwareDPRebalance (re40),8.0000,4666.3190,373.3055,spend25p,232.0725,222.0731,212.1297,203.2052,193.9104,184.7971,176.2948,165.9568,155.2471,144.1068,133.3244,122.7562,113.4033,104.9108,97.1749,90.7764,84.7879,78.5876,74.9730,71.1693,68.3727,63.3831,59.9664,54.9861,51.6241,48.0797,42.7020,37.1655,32.5109,26.0493,19.5329,13.2841,6.9023,0.5273,0.0000,0.0000
60,0.7500,SpendAwareDPRebalance (re40),8.0000,4666.3190,373.3055,spend50p,233.8328,227.1271,220.8838,215.3277,209.7141,203.4680,197.9163,191.6681,183.9530,175.4332,166.7506,158.3381,150.0873,142.2617,135.0082,129.1629,124.0596,119.9546,116.4364,114.0930,112.1356,109.1471,107.3445,104.9249,102.6437,98.4837,94.8720,89.7869,84.9838,78.7320,72.4310,65.5921,57.4891,50.1828,42.5738,34.1065
60,0.7500,SpendAwareDPRebalance (re40),8.0000,4666.3190,373.3055,spend75p,235.6333,232.4574,230.0322,228.0806,226.9438,225.8796,223.5452,219.8594,215.1298,209.0366,202.6310,195.4019,188.0979,182.4190,178.6071,174.5930,171.7887,169.9963,169.6947,169.3397,168.5128,167.4319,167.8065,168.2914,167.2582,164.6132,162.2488,158.6302,155.5414,148.1131,142.2498,136.2009,127.8783,118.3333,108.8318,98.4750
60,1.0000,No dynamic rebalance,2.5000,19909.6279,497.7407,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9995,0.9990,0.9980,0.9970,0.9965,0.9950,0.9940,0.9940,0.9940,0.9930,0.9920,0.9905,0.9895,0.9875,0.9845,0.9835
60,1.0000,No dynamic rebalance,2.5000,19909.6279,497.7407,spend25p,356.6571,343.6014,330.7619,319.3671,307.3802,295.2678,284.5948,270.9984,257.2178,243.4093,230.0139,216.8430,205.8552,194.9148,186.2724,178.7897,172.3584,167.4305,163.3072,161.1500,158.4124,156.7873,155.3074,152.1482,149.5821,145.6906,141.2646,138.0869,132.9485,126.7137,121.1893,117.2383,110.5439,101.4834,94.4985,87.7531
60,1.0000,No dynamic rebalance,2.5000,19909.6279,497.7407,spend50p,359.2616,351.1312,343.8391,337.0954,330.7560,323.4069,317.2954,310.6313,301.1917,291.4627,282.2877,272.6498,263.8899,255.5907,247.6156,241.4372,236.1958,233.5928,231.0992,230.4186,231.3322,231.4527,230.5001,229.8591,229.9330,230.5999,229.4888,228.1818,224.1835,221.8383,217.2053,211.4519,203.7690,200.3326,193.9237,185.5293
60,1.0000,No dynamic rebalance,2.5000,19909.6279,497.7407,spend75p,361.9799,359.1408,357.4765,356.5537,356.8544,357.3835,356.4240,353.4484,349.5144,344.0773,338.3432,331.4410,324.3812,320.3646,318.8344,316.2264,318.0229,318.0824,321.4629,328.5337,331.9250,335.9252,342.4695,348.0724,349.9570,350.5644,352.2198,357.0031,355.5520,356.8851,356.7153,354.4420,352.9761,343.5008,338.8378,335.5525
60,1.0000,固定最適比率,2.5000,19909.6279,497.7407,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
60,1.0000,固定最適比率,2.5000,19909.6279,497.7407,spend25p,356.6571,343.6014,330.7619,319.3671,307.3802,295.2678,284.5948,270.9984,257.2178,243.4093,230.0139,216.8430,205.8552,194.9148,186.2724,178.7897,172.3584,167.4305,163.3072,161.3561,159.0358,157.7261,155.8725,153.6206,150.7719,147.0144,143.6793,140.2449,135.2039,129.3663,123.8365,120.2422,113.1005,106.8796,98.9175,92.1744
60,1.0000,固定最適比率,2.5000,19909.6279,497.7407,spend50p,359.2616,351.1312,343.8391,337.0954,330.7560,323.4069,317.2954,310.6313,301.1917,291.4627,282.2877,272.6498,263.8899,255.5907,247.6156,241.4372,236.1958,233.5928,231.0992,230.4653,231.3784,231.6803,231.0970,230.4978,231.2819,231.8743,231.5021,230.4338,226.6524,224.2849,219.4079,215.1893,208.2389,203.5553,200.6665,193.8680
60,1.0000,固定最適比率,2.5000,19909.6279,497.7407,spend75p,361.9799,359.1408,357.4765,356.5537,356.8544,357.3835,356.4240,353.4484,349.5144,344.0773,338.3432,331.4410,324.3812,320.3646,318.8344,316.2264,318.0229,318.0824,321.4629,328.6363,331.9798,336.0289,343.1306,348.7116,351.7955,354.1534,355.7321,362.9097,360.2233,360.5552,360.8725,356.9408,355.0612,352.6484,347.1727,342.5095
60,1.0000,DynamicV1Rebalance,2.5000,19909.6279,497.7407,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
60,1.0000,DynamicV1Rebalance,2.5000,19909.6279,497.7407,spend25p,356.6571,343.6014,330.7619,319.3671,307.3802,295.2678,284.5948,270.9984,257.2178,243.4093,230.0139,216.8430,205.8552,194.9148,186.2724,178.7897,172.3584,167.4305,163.3072,161.3561,159.0358,157.7261,155.8725,153.6206,150.7719,147.0144,143.6793,140.2449,135.2039,129.3663,123.8365,120.2422,113.1005,106.8796,98.9175,92.1744
60,1.0000,DynamicV1Rebalance,2.5000,19909.6279,497.7407,spend50p,359.2616,351.1312,343.8391,337.0954,330.7560,323.4069,317.2954,310.6313,301.1917,291.4627,282.2877,272.6498,263.8899,255.5907,247.6156,241.4372,236.1958,233.5928,231.0992,230.4653,231.3784,231.6803,231.0970,230.4978,231.2819,231.8743,231.5021,230.4338,226.6524,224.2849,219.4079,215.1893,208.2389,203.5553,200.6665,193.8680
60,1.0000,DynamicV1Rebalance,2.5000,19909.6279,497.7407,spend75p,361.9799,359.1408,357.4765,356.5537,356.8544,357.3835,356.4240,353.4484,349.5144,344.0773,338.3432,331.4410,324.3812,320.3646,318.8344,316.2264,318.0229,318.0824,321.4629,328.6363,331.9798,336.0289,343.1306,348.7116,351.7955,354.1534,355.7321,362.9097,360.2233,360.5552,360.8725,356.9408,355.0612,352.6484,347.1727,342.5095
60,1.0000,SpendAwareDPRebalance (re60),2.5000,19909.6279,497.7407,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990
