rule,strategy,year,p25,p50,p75
4.0,DRv2_DSv1,10,430.23745496158705,465.1073762666669,508.51038940453645
4.0,DRv2_DSv2,10,416.79062855108907,483.7477597366342,555.193949151624
4.0,FixedSpend,10,564.0319349848164,570.625106529048,577.7479046694315
4.0,DRv2_DSv1,11,424.188160667642,463.78213051656144,505.966096061316
4.0,DRv2_DSv2,11,409.29167796585926,484.46445089943353,564.1408437181249
4.0,FixedSpend,11,570.0921953882274,577.0840955690272,584.2577557279627
4.0,DRv2_DSv1,12,418.222076197658,459.83882786538413,506.2796979460703
4.0,DRv2_DSv2,12,405.66874712144755,484.8262755248285,573.9012966443569
4.0,FixedSpend,12,574.6879115299048,581.8151576861628,588.9357540769457
4.0,DRv2_DSv1,13,412.42960552058815,453.57126985941215,508.4056672643239
4.0,DRv2_DSv2,13,398.93245947356104,485.1666920166492,584.6736858771991
4.0,FixedSpend,13,577.1198173518358,584.4568122011411,591.1276929497355
4.0,DRv2_DSv1,14,406.86897709161326,449.36254475717914,505.44446216473386
4.0,DRv2_DSv2,14,391.87345527961213,483.37622272004694,591.1265988357768
4.0,FixedSpend,14,577.0697045737301,584.5624835648314,591.2992890698733
4.0,DRv2_DSv1,15,402.7782818966197,448.63780447415144,508.4313165385222
4.0,DRv2_DSv2,15,383.5182420185753,476.5176772237658,593.506226635415
4.0,FixedSpend,15,574.3920736668993,581.7799928578402,588.5008768255179
4.0,DRv2_DSv1,16,401.01111799230284,444.61026877309286,507.84727009609503
4.0,DRv2_DSv2,16,374.4373997740698,470.9120195580738,592.5781148290246
4.0,FixedSpend,16,568.8287408446214,575.7618261237745,582.9067510160727
4.0,DRv2_DSv1,17,398.2133093621454,439.49743041239844,506.27135206288335
4.0,DRv2_DSv2,17,368.89876280659433,464.93508319642865,591.358797608329
4.0,FixedSpend,17,560.0601077732316,567.3653433451807,574.4000462710648
4.0,DRv2_DSv1,18,393.244990702333,437.5899116023183,506.9222298837363
4.0,DRv2_DSv2,18,358.5519268948329,457.3210422178639,595.570223605994
4.0,FixedSpend,18,550.2752828717728,557.0904701840907,564.0338997744515
4.0,DRv2_DSv1,19,389.6276559445663,435.9226437596872,504.75894289567424
4.0,DRv2_DSv2,19,349.3434147756315,448.5622757833863,595.1136180654968
4.0,FixedSpend,19,539.1904061261189,545.5411960563564,552.3869796832769
4.0,DRv2_DSv1,20,386.3803186563982,430.03150814768827,508.296663186063
4.0,DRv2_DSv2,20,342.0288748757092,441.225190290343,588.7028399956984
4.0,FixedSpend,20,527.3726702753768,533.8189795752235,540.4280616523174
4.0,DRv2_DSv1,21,246.85000632963198,288.3302232460873,350.80587589171023
4.0,DRv2_DSv2,21,195.30663277446078,287.6754627702347,423.4098181286906
4.0,FixedSpend,21,362.3898204467374,376.9315581031898,389.633253786286
4.0,DRv2_DSv1,22,244.40631840960762,287.33096367978396,353.6054892859785
4.0,DRv2_DSv2,22,185.57271765708762,282.0359407598295,421.6332846337957
4.0,FixedSpend,22,349.58137091956286,365.13603113770773,377.982085159875
4.0,DRv2_DSv1,23,242.96605345951318,285.78236951784277,356.05880201582494
4.0,DRv2_DSv2,23,178.44099831372546,276.05519074065217,414.377570877122
4.0,FixedSpend,23,337.288977634625,353.407610240418,367.0342670707721
4.0,DRv2_DSv1,24,240.46889714068755,284.05347960776066,359.1236641586384
4.0,DRv2_DSv2,24,169.87842505310323,269.4375829965454,408.5677318940216
4.0,FixedSpend,24,325.44397788284465,342.535188264758,356.0773558677616
4.0,DRv2_DSv1,25,238.45373011554514,283.0685104443163,360.13289602000657
4.0,DRv2_DSv2,25,162.9409019488989,261.31340936922425,403.54715120038355
4.0,FixedSpend,25,314.05752765211355,331.37380417004897,345.33661958243175
4.0,DRv2_DSv1,26,234.08409434781373,280.41239540219783,359.9495348865218
4.0,DRv2_DSv2,26,155.7875447483386,253.634251770097,393.6619877936921
4.0,FixedSpend,26,302.1921090884506,320.30046222295294,333.69804957771237
4.0,DRv2_DSv1,27,231.49507036738123,278.577651613174,359.445205236011
4.0,DRv2_DSv2,27,150.09327055827626,245.71911227888177,388.43493141065943
4.0,FixedSpend,27,289.22340865528713,308.7469988676801,322.23572146918445
4.0,DRv2_DSv1,28,228.9011539316557,278.4469633952602,359.97738455491134
4.0,DRv2_DSv2,28,143.58883258576532,239.34749609297478,380.1387456563261
4.0,FixedSpend,28,275.8899350093712,296.2124049741142,310.183863512221
4.0,DRv2_DSv1,29,225.7254129505527,279.7293150150331,357.56438326942157
4.0,DRv2_DSv2,29,135.7130066735484,232.04468798776668,372.6543278756259
4.0,FixedSpend,29,262.3239711236778,282.89770319254103,297.94209807288723
4.0,DRv2_DSv1,30,223.2939445499767,277.97117754836904,358.4312318074004
4.0,DRv2_DSv2,30,126.53600791329063,223.55487494353252,362.4669847925292
4.0,FixedSpend,30,246.92994457497102,269.1452510723673,284.0431274449305
4.0,DRv2_DSv1,31,219.3453237888611,274.71709805787486,359.26629334104865
4.0,DRv2_DSv2,31,117.13915301249251,212.34722624395826,348.90095779037557
4.0,FixedSpend,31,231.88289774671398,254.73469776149392,270.21699009459775
4.0,DRv2_DSv1,32,214.8509879178116,274.0128960852993,358.78482553436766
4.0,DRv2_DSv2,32,107.69105088254906,199.39063990253908,335.2978677554802
4.0,FixedSpend,32,216.72234583208797,239.86886645790526,256.97796775618315
4.0,DRv2_DSv1,33,210.4982244223679,271.1617933587564,358.75776502199744
4.0,DRv2_DSv2,33,98.95115019077242,192.67571092766997,325.8394913345531
4.0,FixedSpend,33,202.52975832782212,227.07138592666678,243.86392462289714
4.0,DRv2_DSv1,34,206.84500715071746,270.09299089019737,360.2800290962514
4.0,DRv2_DSv2,34,92.16609276566058,184.79298641092055,317.6237902514866
4.0,FixedSpend,34,189.2714742991796,215.06251032266925,232.07051701285974
4.0,DRv2_DSv1,35,203.55470897968047,268.49842143039905,359.32126445259007
4.0,DRv2_DSv2,35,85.59251479706055,178.60172405656357,311.1748626386737
4.0,FixedSpend,35,178.56613653253217,204.70432632079994,222.1849300821208
4.0,DRv2_DSv1,36,200.57548183582642,266.9566245070676,359.49091330389064
4.0,DRv2_DSv2,36,82.64304658100217,172.03938377476106,307.3617985360928
4.0,FixedSpend,36,169.45904562394955,196.01972825317844,214.4127746540262
4.0,DRv2_DSv1,37,196.27551791907177,264.4415461759289,358.3378793710973
4.0,DRv2_DSv2,37,76.71762677270966,166.55766501304365,303.4736365600911
4.0,FixedSpend,37,161.82646304325752,188.24058457874037,207.28282064544078
4.0,DRv2_DSv1,38,192.97803477284535,262.988302420896,356.00585634899494
4.0,DRv2_DSv2,38,74.31220120660083,165.35861998303895,302.46785999513276
4.0,FixedSpend,38,154.7206123153312,181.8743269939213,201.7552077223263
4.0,DRv2_DSv1,39,190.34332435982265,259.3330249176528,357.4535811774671
4.0,DRv2_DSv2,39,70.63162712375951,164.64297516531502,302.04191400425225
4.0,FixedSpend,39,148.485686592053,177.02931037395587,197.2776675165274
4.0,DRv2_DSv1,40,186.08522772250623,256.53609656181027,355.8035009225932
4.0,DRv2_DSv2,40,64.98293461568872,163.81305774330417,301.0428422105637
4.0,FixedSpend,40,142.5811680478072,171.96427649346245,193.1865204166142
4.0,DRv2_DSv1,41,180.997349393015,254.53857643952492,355.6385413477345
4.0,DRv2_DSv2,41,64.3074337090818,160.9093161869616,303.11664777698616
4.0,FixedSpend,41,136.94463782332213,167.79368596347948,189.95773444528757
4.0,DRv2_DSv1,42,177.45811109098656,251.9413889715137,355.44000745415156
4.0,DRv2_DSv2,42,62.381988157362514,157.00439202527966,303.31701350859583
4.0,FixedSpend,42,131.82516787357525,163.4366030158833,186.65263509942048
4.0,DRv2_DSv1,43,175.79868647288095,249.44292067536372,355.7889579572231
4.0,DRv2_DSv2,43,60.84105647795523,155.78382901770726,309.2905118215858
4.0,FixedSpend,43,127.41244354671747,159.78812812678473,183.1653209930086
4.0,DRv2_DSv1,44,171.95503533091653,246.16966559221402,357.57127560791287
4.0,DRv2_DSv2,44,58.84734484350487,156.0427406167537,305.99326222630907
4.0,FixedSpend,44,122.67812756664426,155.94954812137348,180.11283862034304
4.0,DRv2_DSv1,45,167.71324061583732,243.69443474035737,355.08860638514216
4.0,DRv2_DSv2,45,58.34327974797374,153.48165374523452,312.5566483452175
4.0,FixedSpend,45,119.04954139225092,151.79462380991754,177.30613175858096
4.0,DRv2_DSv1,46,163.38471411929953,241.2261037751386,354.0007204743319
4.0,DRv2_DSv2,46,56.542116007684044,151.6168239434126,313.47560979447695
4.0,FixedSpend,46,113.27519534826986,147.16864225832984,173.88579674684067
4.0,DRv2_DSv1,47,159.07835414163955,238.03710820059405,352.2079230475523
4.0,DRv2_DSv2,47,52.937196546653226,148.04613601182837,312.0811947829277
4.0,FixedSpend,47,107.64943533114986,142.2105415382386,169.002468638399
4.0,DRv2_DSv1,48,154.70897921345852,233.63245155230342,353.5152816394466
4.0,DRv2_DSv2,48,50.14705093321111,147.62974935115975,310.0269572717838
4.0,FixedSpend,48,100.09815069550949,136.18036328920797,164.84100893193545
4.0,DRv2_DSv1,49,151.22736863045733,230.63657279446784,350.4886617533805
4.0,DRv2_DSv2,49,46.85411052180599,147.59013947843042,308.55424334782725
4.0,FixedSpend,49,92.79351680620199,130.31213883435154,159.2965866249899
4.0,DRv2_DSv1,50,147.3879953973695,227.20489513995125,347.09674199724174
4.0,DRv2_DSv2,50,43.67114204510639,141.66258860111492,304.2426653543775
4.0,FixedSpend,50,84.99192386367285,123.95205239171213,154.61401953440878
4.0,DRv2_DSv1,51,143.68144935777457,226.8230884148195,347.2188218768136
4.0,DRv2_DSv2,51,40.890320569594934,137.8282421331913,298.14492776525003
4.0,FixedSpend,51,75.07134932499673,117.17371575710361,147.82304314311315
4.0,DRv2_DSv1,52,139.37901610566877,225.7106613748653,343.1945169973542
4.0,DRv2_DSv2,52,35.1905325195002,133.9976588482393,296.5201641050894
4.0,FixedSpend,52,67.6077912961569,110.79345462195502,142.0207307316059
4.0,DRv2_DSv1,53,135.52119645087362,222.07782930383823,341.69803737770474
4.0,DRv2_DSv2,53,29.572948966184825,130.83802545389779,290.2948140745182
4.0,FixedSpend,53,60.06189228929242,103.9022376669911,135.54878855087193
4.0,DRv2_DSv1,54,131.7017740575648,217.75899025813948,339.126313877645
4.0,DRv2_DSv2,54,26.342937506961878,126.3277279296564,289.8295814024816
4.0,FixedSpend,54,51.258013426932564,97.37523668543781,128.67394220032924
4.0,DRv2_DSv1,55,125.42923244866162,216.13497982858962,340.6718882088618
4.0,DRv2_DSv2,55,23.2795777937182,123.55693621522211,283.88374284560473
4.0,FixedSpend,55,42.97865084903596,89.80940979437499,121.9619936186072
4.5,DRv2_DSv1,1,478.20390666530346,478.3450672920926,478.49034762853415
4.5,DRv2_DSv2,1,473.62601574216666,473.76717636895586,473.9124567053974
4.5,FixedSpend,1,478.5363502231062,481.84524590912423,485.2507102333403
4.5,DRv2_DSv1,2,471.4746752078347,475.1925235435729,482.86394496674626
4.5,DRv2_DSv2,2,468.61504713682626,474.8276054827012,480.7575937501608
4.5,FixedSpend,2,487.28066511911516,491.8120738267869,496.1160942547309
4.5,DRv2_DSv1,3,464.8822808400334,475.95279469399486,487.31585838946785
4.5,DRv2_DSv2,3,462.6788089713709,475.7238213733634,489.0475040920189
4.5,FixedSpend,3,497.2289411217354,502.3011501727658,507.4665292390554
4.5,DRv2_DSv1,4,458.39990702026046,477.37997649148383,491.80386735139473
4.5,DRv2_DSv2,4,454.92813948638593,476.703133848671,497.5315742024823
4.5,FixedSpend,4,507.5473488235394,513.0144843406624,518.3399542060695
4.5,DRv2_DSv1,5,452.08878372339353,473.6541976902502,496.28160330820924
4.5,DRv2_DSv2,5,446.68738914577773,476.12429345759773,506.40028371882005
4.5,FixedSpend,5,518.0300381442901,523.4347491883843,528.9837629801444
4.5,DRv2_DSv1,6,449.53323603896354,474.08671750410235,496.5378251360959
4.5,DRv2_DSv2,6,439.75482063311165,475.8629222097362,514.196159637575
4.5,FixedSpend,6,527.9949841263287,533.8267677176954,539.7748541801533
4.5,DRv2_DSv1,7,448.6816332902649,471.45008304021974,498.108729824948
4.5,DRv2_DSv2,7,430.9086989866834,476.19997237806047,522.7654645696806
4.5,FixedSpend,7,537.8208986004571,544.1176717503951,550.3419952028196
4.5,DRv2_DSv1,8,442.5471691847375,472.5362899878961,499.58745128846755
4.5,DRv2_DSv2,8,424.92368477234294,474.83425464558263,530.4795813013304
4.5,FixedSpend,8,547.474720866724,553.8021514522529,560.1452473597203
4.5,DRv2_DSv1,9,436.3806646625776,469.1252377262319,504.1305461480482
4.5,DRv2_DSv2,9,417.13652426791464,474.5241260385941,537.7441630401272
4.5,FixedSpend,9,556.6006647201045,562.7280738665314,569.1224654461544
4.5,DRv2_DSv1,10,430.14851231760974,467.3080088863396,508.6502503010038
4.5,DRv2_DSv2,10,409.046033275669,474.0304929028183,544.1250640496955
4.5,FixedSpend,10,564.0282718270748,570.598621831429,577.6991913142294
4.5,DRv2_DSv1,11,424.1528997646422,466.2126585952087,512.8517188198934
4.5,DRv2_DSv2,11,403.24842476980393,473.6052564772678,552.1287826350293
4.5,FixedSpend,11,570.1013391350606,577.0840955690272,584.2577557279627
4.5,DRv2_DSv1,12,418.1771759832658,460.27053280827204,507.01897491168995
4.5,DRv2_DSv2,12,396.1409635388594,470.8556326991552,557.7571850056356
4.5,FixedSpend,12,574.7095327293592,581.8151576861628,588.9332504036248
4.5,DRv2_DSv1,13,412.3517987209326,459.744085623878,511.05449756108436
4.5,DRv2_DSv2,13,388.85390389753854,465.68250933475053,563.3310195203661
4.5,FixedSpend,13,577.0405700254776,584.4037311985047,591.1091775021677
4.5,DRv2_DSv1,14,406.87874998102797,457.3620700232307,513.6097491867674
4.5,DRv2_DSv2,14,380.8291010010794,462.5676264294941,569.5307461217218
4.5,FixedSpend,14,577.1414859044955,584.5624835648314,591.2842505929509
4.5,DRv2_DSv1,15,406.1769225821953,451.4543389237354,508.9332118144352
4.5,DRv2_DSv2,15,371.4529240317344,458.7590910450536,572.5924646854702
4.5,FixedSpend,15,574.3040135133073,581.7152987650788,588.5008768255179
4.5,DRv2_DSv1,16,403.8905283780212,449.0205299215591,513.0927755947082
4.5,DRv2_DSv2,16,363.9491675413982,453.17016383774427,577.0020311887214
4.5,FixedSpend,16,568.7823201900615,575.6014480634633,582.8782332370736
4.5,DRv2_DSv1,17,398.3933314074634,448.17905685936614,510.910582996982
4.5,DRv2_DSv2,17,354.5043720700768,447.6980768875979,574.575982899172
4.5,FixedSpend,17,559.913983432205,567.2004633865803,574.2999658267502
4.5,DRv2_DSv1,18,393.07378320060366,442.63331878108295,510.9242427662914
4.5,DRv2_DSv2,18,345.53250251814245,437.5923079704895,572.1193589413717
4.5,FixedSpend,18,550.2099678370068,556.971502387712,563.9285385885364
4.5,DRv2_DSv1,19,390.28121324963854,438.5579220696962,511.2814777176095
4.5,DRv2_DSv2,19,336.4122434083211,433.01458329727564,569.635882453947
4.5,FixedSpend,19,539.095810209419,545.4628500862794,552.3895722707596
4.5,DRv2_DSv1,20,390.40817216423596,439.7695945827929,508.69675394410353
4.5,DRv2_DSv2,20,332.6575099288974,426.25699746357054,569.7448329202291
4.5,FixedSpend,20,527.2382941766186,533.7722207734851,540.402947983581
4.5,DRv2_DSv1,21,247.46312632925134,295.15318857710577,354.73425663659884
4.5,DRv2_DSv2,21,183.24421766551905,272.8018100904751,400.42965022632234
4.5,FixedSpend,21,361.5000781829332,376.22923990455115,388.8164756573169
4.5,DRv2_DSv1,22,246.1412516420747,294.4821365381827,358.93552382566986
4.5,DRv2_DSv2,22,175.7975155802361,264.46726135420363,392.7456780620256
4.5,FixedSpend,22,348.923786946166,364.19923090705504,377.1076970197509
4.5,DRv2_DSv1,23,245.58185601350402,294.29642951049004,363.0087348416132
4.5,DRv2_DSv2,23,168.4615721361077,257.5842327334601,388.40006138544936
4.5,FixedSpend,23,336.71816928785825,352.3062275557142,366.03602079282257
4.5,DRv2_DSv1,24,244.14671086414674,292.1058745343131,363.59989631117173
4.5,DRv2_DSv2,24,160.73578994685002,249.08588848680643,386.56864819689366
4.5,FixedSpend,24,324.95400520289604,341.3812359385271,355.31150726435453
4.5,DRv2_DSv1,25,241.13261772520394,289.9772880393881,363.9340280932595
4.5,DRv2_DSv2,25,154.7107731583859,244.3352607179035,381.1355650602698
4.5,FixedSpend,25,313.322265088084,330.7599798686514,344.02375380840755
4.5,DRv2_DSv1,26,239.16153796674303,288.8169481956046,365.2605005383674
4.5,DRv2_DSv2,26,148.48882369506214,238.06129720889084,373.01819715271216
4.5,FixedSpend,26,301.37714141877484,319.98922537657234,333.17912045690923
4.5,DRv2_DSv1,27,238.07095507724762,287.3249187257512,366.62768083090486
4.5,DRv2_DSv2,27,139.68372934869214,230.90678631758738,365.3942443152209
4.5,FixedSpend,27,288.62576519337756,308.29696054274086,321.5873411809746
4.5,DRv2_DSv1,28,235.7451714443783,285.462956898003,367.2807550784337
4.5,DRv2_DSv2,28,131.66079693010857,225.2534521346154,359.2629693652339
4.5,FixedSpend,28,275.14480073750843,295.8239088905955,309.3667105294031
4.5,DRv2_DSv1,29,233.01905795469304,282.6869805326056,365.6241877614011
4.5,DRv2_DSv2,29,124.87487401205618,216.41754947119804,345.6607601190881
4.5,FixedSpend,29,261.28203899774815,282.35210126415717,297.29553947015995
4.5,DRv2_DSv1,30,229.3066920697562,281.96715196548894,365.6081779179432
4.5,DRv2_DSv2,30,117.47497175351523,207.94720151645808,339.9143031119686
4.5,FixedSpend,30,246.58204044245403,268.55030948232513,283.2406529054024
4.5,DRv2_DSv1,31,225.22668310454273,279.13404997283465,365.09876218811604
4.5,DRv2_DSv2,31,108.33248016197538,197.59431666708866,330.9991337858445
4.5,FixedSpend,31,231.18504262598378,254.01587335991968,269.1362357600666
4.5,DRv2_DSv1,32,220.02413793323777,277.0196410230431,362.37288784971065
4.5,DRv2_DSv2,32,99.36130571525963,188.50299858305215,317.62117130171947
4.5,FixedSpend,32,215.5293010606795,238.96190931717152,255.98805625771496
4.5,DRv2_DSv1,33,217.13852906732228,274.17095626152854,361.27641473194956
4.5,DRv2_DSv2,33,91.52612288864046,180.30444165310166,310.178184468566
4.5,FixedSpend,33,201.70579410023248,225.84929431910473,243.2587637658879
4.5,DRv2_DSv1,34,213.49215442144134,272.0913308905928,361.93178958853514
4.5,DRv2_DSv2,34,84.31500237071228,172.68553387702258,303.53127931008714
4.5,FixedSpend,34,188.76673974877724,214.53216189992543,231.21718573782653
4.5,DRv2_DSv1,35,209.5185034852734,270.840045563093,360.97804997476834
4.5,DRv2_DSv2,35,78.5062542336914,166.2208269370052,297.8264389701691
4.5,FixedSpend,35,177.87169706820382,204.14304200373905,220.94186079386947
4.5,DRv2_DSv1,36,204.97861246777265,267.48323519759555,359.97378522885873
4.5,DRv2_DSv2,36,73.41285978345519,159.68353313371182,292.2819812131067
4.5,FixedSpend,36,168.90719455299086,195.53681769080356,213.54434636414845
4.5,DRv2_DSv1,37,200.30272891358382,264.41998198998397,359.36495999890303
4.5,DRv2_DSv2,37,69.92287426189304,156.7902478117566,283.5783328589184
4.5,FixedSpend,37,161.19275042412454,187.87414995609822,206.31802171532877
4.5,DRv2_DSv1,38,197.01332086514023,262.38524292395846,358.78813197288133
4.5,DRv2_DSv2,38,67.18895344624764,154.5220637177558,279.47607908565084
4.5,FixedSpend,38,153.9317892012088,181.49034697211894,200.63265064446475
4.5,DRv2_DSv1,39,193.47740702211428,259.72274654326554,355.7744690087451
4.5,DRv2_DSv2,39,65.50895035585796,151.38482786691893,280.24029300056367
4.5,FixedSpend,39,147.4871219554964,175.9262741433265,195.7495777437241
4.5,DRv2_DSv1,40,188.9366996127021,255.47937702614144,355.25603650172184
4.5,DRv2_DSv2,40,62.81378586910502,148.17041009716175,285.4325195676537
4.5,FixedSpend,40,142.2939016044034,170.96384246760695,192.2446559517546
4.5,DRv2_DSv1,41,185.01054413949896,251.28630191271907,352.0705139325412
4.5,DRv2_DSv2,41,59.677502802370505,145.21312763052447,282.9889747356534
4.5,FixedSpend,41,136.77577248701732,167.06162762763563,188.87122820116264
4.5,DRv2_DSv1,42,179.09609227090954,247.66354369897638,351.3627884664247
4.5,DRv2_DSv2,42,56.70112457168431,143.63075249028262,281.8817376681667
4.5,FixedSpend,42,131.32514691591584,162.8221595594661,185.5853268048058
4.5,DRv2_DSv1,43,174.0712532384532,243.48229214715542,351.95697011139305
4.5,DRv2_DSv2,43,57.02475298756747,142.2226719674647,284.4733980230916
4.5,FixedSpend,43,127.2044128678518,158.66718984373372,181.99301993944118
4.5,DRv2_DSv1,44,169.42204469832097,240.82552947361165,351.8946589140803
4.5,DRv2_DSv2,44,56.89027068328034,141.7316178711013,290.71906799407026
4.5,FixedSpend,44,122.14565256314194,154.63177766464918,179.08283881010942
4.5,DRv2_DSv1,45,164.6333911110533,238.1053023062319,352.5554146938594
4.5,DRv2_DSv2,45,57.038830949064646,141.5007194678146,290.95981568428357
4.5,FixedSpend,45,117.61629301923665,150.39736794809556,175.28146789244386
4.5,DRv2_DSv1,46,160.62506309855587,234.61805085947236,352.22685404139986
4.5,DRv2_DSv2,46,53.919797891674804,139.94170083782154,295.73524018213175
4.5,FixedSpend,46,111.88767006017508,145.56466501784743,170.98917935139724
4.5,DRv2_DSv1,47,155.52148089384988,229.8483129926177,351.4611215166033
4.5,DRv2_DSv2,47,51.678801757491314,137.91584120811524,293.7139077490148
4.5,FixedSpend,47,105.91569707814239,140.46116627027465,166.7535092134822
4.5,DRv2_DSv1,48,150.59508999545326,228.34360987976862,354.9131244169049
4.5,DRv2_DSv2,48,49.7267084199944,136.87959734464667,295.96949166517874
4.5,FixedSpend,48,98.02805729378402,134.38003904547705,161.39538420499164
4.5,DRv2_DSv1,49,147.2968494658099,227.5937430659386,350.37689816143916
4.5,DRv2_DSv2,49,45.896279659958495,135.8914870037687,292.5819121776373
4.5,FixedSpend,49,90.6990257988223,127.55098969532892,156.19929107207557
4.5,DRv2_DSv1,50,144.41571889802339,223.6626460738846,349.11566771781884
4.5,DRv2_DSv2,50,41.518758296479824,132.52902191674033,290.1661492650559
4.5,FixedSpend,50,82.30524284638406,120.85389874457961,150.7200428402863
4.5,DRv2_DSv1,51,138.96361403538359,221.33325775984673,349.0132120418923
4.5,DRv2_DSv2,51,38.90713361353983,131.80990578628212,284.35360713259763
4.5,FixedSpend,51,73.31307287798765,114.72524198719618,144.38105487940078
4.5,DRv2_DSv1,52,134.77218336109087,218.81428305016806,347.126208196152
4.5,DRv2_DSv2,52,34.77643477682652,130.7176819764808,282.5019768341525
4.5,FixedSpend,52,63.92065880800561,107.86080255962553,137.37268905430182
4.5,DRv2_DSv1,53,130.25926777613645,213.6563337177895,343.53690515674253
4.5,DRv2_DSv2,53,29.965649630345872,131.59303827167696,279.10732419218186
4.5,FixedSpend,53,56.68328462237653,101.03998195993685,131.19383176248493
4.5,DRv2_DSv1,54,124.84598655959843,210.79873143090944,344.35013304222593
4.5,DRv2_DSv2,54,27.37203396491311,128.90637314682746,271.56173756843464
4.5,FixedSpend,54,47.82305453464738,93.45369791681308,124.68518954380453
4.5,DRv2_DSv1,55,120.99807592481405,207.8059680862691,343.683501490191
4.5,DRv2_DSv2,55,22.627252782131706,122.78360923237707,267.29013416702975
4.5,FixedSpend,55,39.93957309649832,86.06294547761384,118.21876843554122
5.0,DRv2_DSv1,1,478.20390666530346,478.3450672920926,478.49034762853415
5.0,DRv2_DSv2,1,473.62601574216666,473.76717636895586,473.9124567053974
5.0,FixedSpend,1,478.5363502231062,481.84524590912423,485.2507102333403
5.0,DRv2_DSv1,2,471.4639982570725,472.7900312705292,482.8510215292271
5.0,DRv2_DSv2,2,468.52358338069325,474.74067559673125,480.71306578129975
5.0,FixedSpend,2,487.28066511911516,491.8120738267869,496.1160942547309
5.0,DRv2_DSv1,3,464.85168237820625,475.8912353316223,487.2822867515022
5.0,DRv2_DSv2,3,462.5112707370622,475.4115958694734,488.53217374611773
5.0,FixedSpend,3,497.2289411217354,502.3011501727658,507.4665292390554
5.0,DRv2_DSv1,4,458.32978308478425,470.0314752074924,491.5805934772301
5.0,DRv2_DSv2,4,454.36720250658107,476.01437763813,496.4671696393142
5.0,FixedSpend,4,507.5473488235394,513.0144843406624,518.3399542060695
5.0,DRv2_DSv1,5,451.9348865033718,473.46319823833494,486.23361822259085
5.0,DRv2_DSv2,5,445.75489715920264,474.88289430281884,504.07619416408016
5.0,FixedSpend,5,518.0300381442901,523.4347491883843,528.9837629801444
5.0,DRv2_DSv1,6,445.8419111246477,467.14566116557387,490.0649029006108
5.0,DRv2_DSv2,6,437.96568867677826,474.01721210884585,512.3316003095013
5.0,FixedSpend,6,527.9949841263287,533.8267677176954,539.7748541801533
5.0,DRv2_DSv1,7,442.4823064478973,470.64516408914017,494.58195995682684
5.0,DRv2_DSv2,7,429.7408998721408,473.42889996811243,519.1676271494118
5.0,FixedSpend,7,537.8208986004571,544.1176717503951,550.3419952028196
5.0,DRv2_DSv1,8,441.77239141992015,464.63326657679596,499.1839074600985
5.0,DRv2_DSv2,8,421.20018674004916,471.9625967639446,525.3910757078395
5.0,FixedSpend,8,547.474720866724,553.8021514522529,560.1452473597203
5.0,DRv2_DSv1,9,436.1467164793585,463.16239876825387,503.8944192541882
5.0,DRv2_DSv2,9,413.8191568746386,469.96879946321917,531.0883215521932
5.0,FixedSpend,9,556.581465441122,562.7190023163637,569.1184615973546
5.0,DRv2_DSv1,10,430.0676569536646,462.1266822591551,508.6188017487936
5.0,DRv2_DSv2,10,404.8825502202313,468.7825909069742,534.7662968656338
5.0,FixedSpend,10,564.0276396872497,570.582541807883,577.6870320017155
5.0,DRv2_DSv1,11,424.01227370659956,455.83953066290167,513.1941618579165
5.0,DRv2_DSv2,11,396.25412158022664,465.99628699919987,540.4260980450717
5.0,FixedSpend,11,570.096767261644,577.0644960781934,584.1777869159057
5.0,DRv2_DSv1,12,418.08642429966557,457.1114984716547,507.9938675428407
5.0,DRv2_DSv2,12,388.97773442460885,461.9166753428311,546.796645928843
5.0,FixedSpend,12,574.6854548206632,581.8135386471162,588.9358810096797
5.0,DRv2_DSv1,13,412.43156095023613,453.7822882123871,511.2809897180077
5.0,DRv2_DSv2,13,382.4544973389754,458.6265621627721,552.0573499132827
5.0,FixedSpend,13,577.0515653770769,584.4080985630916,591.1091775021677
5.0,DRv2_DSv1,14,409.93079300757836,457.06878316318404,515.6676485921039
5.0,DRv2_DSv2,14,372.92621551005084,451.0012254749033,558.9001518613716
5.0,FixedSpend,14,577.1414859044955,584.6373881024189,591.3190355077135
5.0,DRv2_DSv1,15,409.6183170543629,451.6801749299262,514.2345603093576
5.0,DRv2_DSv2,15,364.18391278194406,444.4595054082843,559.7214894478241
5.0,FixedSpend,15,574.2514015852854,581.7067190185005,588.497044099888
5.0,DRv2_DSv1,16,404.0076877171813,452.4158353576257,513.6428193423088
5.0,DRv2_DSv2,16,352.59402779674394,438.9079818404415,559.1786515853015
5.0,FixedSpend,16,568.7452034282629,575.4578851987592,582.8516956456455
5.0,DRv2_DSv1,17,398.64518259950484,449.1280111777627,516.6094028521101
5.0,DRv2_DSv2,17,344.79947309857886,435.944469372295,556.9425194151727
5.0,FixedSpend,17,559.9110287358058,567.2491711550673,574.0879241259925
5.0,DRv2_DSv1,18,397.2203831742791,450.5324638404207,513.6262528024482
5.0,DRv2_DSv2,18,339.21925171795345,429.22754775372584,562.2702324225753
5.0,FixedSpend,18,550.1632592670669,556.9178141704032,563.8491862065034
5.0,DRv2_DSv1,19,396.2761447776676,447.23542052776605,515.9528986204499
5.0,DRv2_DSv2,19,329.3475546461928,417.251729667851,551.517409348806
