pension_start_age,spend_multiplier,strategy,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
70,0.7500,固定最適比率,3.0000,14530.1838,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.5320,388.0149,360.3081,355.0581,348.3611,340.8391,334.9373,328.6092,323.0620,318.3820,310.3711,303.3511,-0.4194,-14.2551,-26.7845,-38.4210,-48.6742,-58.4782,-67.5198,-75.5538,-83.1168,-89.8669,-96.8787,-103.8885,-111.3649,-119.7826,-128.1492,-137.1129,-147.5228,-160.1946,-173.3745,-188.5648,-206.4792,-225.1812,-246.3982,-268.7875,-295.9962
70,0.7500,固定最適比率,3.0000,14530.1838,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.5601,458.5515,434.2981,430.3523,431.5764,430.4048,427.9493,424.9787,420.5267,415.4721,409.8454,403.9792,35.0020,19.7820,4.1057,-9.3683,-21.8247,-33.1384,-42.9810,-52.2776,-60.7758,-68.7494,-76.0311,-84.0403,-92.6088,-101.5821,-110.6667,-120.2996,-130.5335,-141.9287,-154.1900,-168.3435,-183.1356,-199.0258,-216.8532,-236.4976,-256.9085
70,0.7500,固定最適比率,3.0000,14530.1838,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.5875,536.1156,512.2310,517.3800,521.2050,525.6801,531.8518,536.1989,539.6610,546.9974,547.3185,548.4793,81.2723,63.3514,45.1819,28.5676,14.4274,1.0888,-10.7269,-21.0130,-30.2498,-38.6838,-46.7810,-54.8094,-64.8612,-74.9360,-85.5985,-97.4194,-109.6022,-123.2148,-137.0219,-149.9530,-163.6507,-178.6521,-194.2422,-210.8241,-227.9150
70,0.7500,DynamicV1Rebalance,3.0000,14530.1838,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9980,0.9965,0.9955,0.9950,0.9935,0.9910,0.9875,0.9845,0.9815,0.9815,0.9815,0.9815,0.9810,0.9800,0.9800,0.9800,0.9800,0.9800,0.9800,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790,0.9790
70,0.7500,DynamicV1Rebalance,3.0000,14530.1838,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.5320,388.0149,360.1393,354.3486,347.4271,339.8293,333.4693,326.2876,318.9530,311.4429,302.5213,294.5672,-0.4194,-14.2551,-26.7772,-38.2732,-48.6661,-58.4123,-67.5144,-75.4520,-82.9424,-89.8076,-96.5198,-103.6663,-111.2517,-119.5613,-128.0749,-137.0737,-147.4371,-159.8482,-172.7779,-188.0501,-205.9599,-224.5214,-245.1716,-267.5598,-294.6120
70,0.7500,DynamicV1Rebalance,3.0000,14530.1838,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.5601,458.5515,433.4499,429.8835,430.3584,429.5688,426.7133,423.1118,417.5722,409.9671,403.6553,397.5960,32.7659,17.6969,2.7522,-8.9463,-21.5559,-32.6297,-42.6596,-51.9228,-60.3776,-68.4592,-75.7381,-83.8097,-92.4097,-101.3269,-110.4414,-120.0553,-130.3577,-141.6531,-153.7899,-167.6509,-182.2631,-198.0730,-215.9461,-234.9854,-255.5988
70,0.7500,DynamicV1Rebalance,3.0000,14530.1838,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.5875,536.1156,512.1341,517.2266,519.9049,524.2859,530.5966,534.3732,535.1534,539.0415,540.9376,538.6875,78.7428,60.8989,42.8045,25.5836,11.2512,0.0000,-9.0343,-20.1787,-29.2414,-37.6952,-45.7277,-53.6257,-63.8407,-73.4173,-84.6492,-96.1276,-108.5564,-122.0071,-136.0247,-149.4424,-162.7227,-177.2999,-192.5845,-209.0193,-225.6983
70,0.7500,SpendAwareDPRebalance (R70-aware),3.0000,14530.1838,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9990,0.9990,0.9980,0.9975,0.9975,0.9975,0.9970,0.9970,0.9970,0.9965,0.9965,0.9960,0.9960,0.9960,0.9960,0.9960,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955
70,0.7500,SpendAwareDPRebalance (R70-aware),3.0000,14530.1838,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.5320,388.0149,360.3081,355.0581,348.3611,340.8391,334.9373,328.6092,323.0620,318.2311,310.2380,302.9450,-0.4194,-14.2551,-26.7845,-38.4210,-48.6742,-58.4782,-67.5198,-75.5538,-83.1168,-89.8669,-96.8787,-103.8885,-111.3649,-119.7826,-128.1492,-137.1129,-147.5228,-160.0771,-173.2820,-188.4861,-206.4167,-225.0190,-245.8898,-268.5677,-295.4228
70,0.7500,SpendAwareDPRebalance (R70-aware),3.0000,14530.1838,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.5601,458.5515,434.2981,430.3523,431.5764,430.4048,427.9493,424.9787,420.5267,415.3499,408.6660,403.7586,34.7252,19.5251,3.9389,-9.3683,-21.8247,-33.1384,-42.9810,-52.2776,-60.7758,-68.7494,-76.0311,-84.0403,-92.6088,-101.5821,-110.6667,-120.2996,-130.5335,-141.8911,-154.1041,-168.3167,-183.0730,-198.8480,-216.6240,-236.2094,-256.4366
