household_size,pension_start_age,spend_multiplier,use_dynamic_spending,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1,60,0.36,1,2.8,7311.857142857142,204.73199999999997,survival,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,60,0.36,1,2.8,7311.857142857142,204.73199999999997,spend25p,204.76533751850073,210.12002163647495,215.52012328500254,221.0263528485524,226.66717604254399,232.5876221548643,238.47151863364283,244.40072526293943,250.04985483334215,254.7104784456778,59.21950329950057,52.79159034856613,46.30723478515374,40.20523918230267,33.459718558705205,26.16421127161998,17.85469769017832,11.447147942640775,3.7326676303978017,-4.509469624672277,-11.223756377926822,-18.584782321911803,-29.27394707957438,-38.05374921161658,-47.190160479527016,-58.352168402115645,-67.98377988345085,-77.27150144928636,-85.87841291296635,-95.1761381044726,-105.04707345818727,-116.74967252663349,-128.08680929846344,-140.8089021250908,-152.61232421458436,-166.90407512856564,-178.56995291109848,-194.78189901764932,-209.6674150493331,-227.55907340227617,-240.7067658259105,-256.48757251020953,-274.2507761824652,-287.4601703156425,-305.07496972539514
1,60,0.36,1,2.8,7311.857142857142,204.73199999999997,spend50p,204.9033608277815,210.6088554705599,216.45846643070246,222.46804339211934,228.60184307741397,234.95684755762022,241.53188501267974,248.16490370108028,254.98516274324794,261.66964895907154,82.70753580961019,78.85656519573584,75.0148282025738,71.28909423830268,67.5741735620332,63.31929837086517,58.79853516569878,54.146565049899294,48.865851678673195,44.33594681655768,38.87411282507661,34.11129146943361,29.425768291761564,25.126725143800524,19.552126539558476,14.182017596162774,8.967688446499482,2.9162179179997914,-2.3283156992065965,-7.103805580027082,-13.099913760957373,-18.991375604215932,-24.295301810322428,-31.082090206789708,-37.80636147751777,-43.447097689060676,-48.4863647106462,-55.35816819151258,-59.95087844985512,-64.10686690577123,-69.0760540521517,-75.80562394367959,-81.16239205864873,-87.20978411336279,-92.69061685099803
1,60,0.36,1,2.8,7311.857142857142,204.73199999999997,spend75p,205.04261792958636,211.04734762240935,217.29554024169175,223.70389233146892,230.34193548692008,237.23666512940093,244.27617525182416,251.45019520936236,258.8671085413,266.38742746958957,100.86314837450527,98.69566914600091,96.7054276588944,94.52392711864599,92.56195905105253,90.9429812572269,89.42150465516679,87.33896969321381,84.92353594094575,82.32912423084512,80.99500586776881,79.35974643602368,77.3842784189246,76.24273936574109,74.97099892042213,74.24542333275303,73.99791680850782,72.24377503996446,71.66466480568387,71.00731049326085,70.58671853741018,69.49284393860182,68.90262857330087,68.87488131186637,68.90460032251457,69.34087390637683,68.09170646144085,66.96833037388778,68.10238869149705,67.85306578838012,65.24110204994216,63.721781124406306,63.06071727646625,62.93661643899269,62.68666828768224
1,60,0.36,1,3.0,6824.4,204.73199999999997,survival,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667
1,60,0.36,1,3.0,6824.4,204.73199999999997,spend25p,204.76533751850073,210.00027048454416,215.09178702765712,220.13525981985833,225.10753752302776,230.44682318281775,235.57928028370654,240.21270702823168,244.3840249472022,247.33908493502219,54.72014842763559,48.33539697372303,41.887369469668656,35.20792434989774,28.791715615898084,21.71607932314853,13.986754094800354,6.820171731973435,-1.0519577315489865,-9.073738964970335,-16.98958506807839,-24.649664719878142,-33.51274361231462,-43.14621355257927,-51.84786961643003,-60.96919898525008,-71.21480578005757,-81.29774372709764,-90.7897489274155,-100.66303542479545,-111.2503903344066,-122.64478500683141,-134.71806817776894,-148.2459222866331,-160.2619254712683,-174.20843761502292,-188.50408827599034,-203.06270499238016,-219.78095858703557,-235.6181143976939,-250.36905714897932,-266.57049554546006,-284.0623486159441,-304.151984951711,-319.2886982842086
1,60,0.36,1,3.0,6824.4,204.73199999999997,spend50p,204.9033608277815,210.54278836430865,216.29584497218096,222.20894283734373,228.155713446635,234.3934888559034,240.79754805353596,247.29935865764685,253.6293835270331,259.525328037559,78.98840984208479,74.89788593060871,71.16319658188426,67.2044055828506,62.80874643461464,58.633334036292766,54.50359509083897,49.90015232239943,44.48962040569508,39.5155408091282,33.6633383800763,28.470515499488016,23.864360542342432,19.316669113902442,13.633782750521817,7.588090129578964,2.5746014959454016,-4.274028587498689,-10.332683496604867,-15.950077453570797,-21.84310572140162,-28.02616449886773,-35.618439459011014,-41.06023140398855,-48.335168617844936,-55.5487659584405,-63.79290904490489,-71.12345547402191,-77.0950857772655,-84.26705762137698,-89.19143201114873,-94.96428065691177,-99.86396989831675,-106.51388641645094,-112.40485318528093
1,60,0.36,1,3.0,6824.4,204.73199999999997,spend75p,205.04261792958636,211.01133029320238,217.17864473503977,223.5264120109885,230.10525910460325,236.87429910825617,243.8084744955528,250.87328367351438,258.11421179553537,265.25458618707125,97.81490634109645,95.19508122884443,92.71324309792442,90.2010608532539,88.06904039818785,85.56128017371634,83.16799372919684,81.1475856695567,78.97364200968028,76.47568463676426,74.03263684126884,71.6684944634454,69.67350200314362,66.89164005646926,63.748639237120116,61.27730756710421,59.03779600891422,58.17651019233443,57.15205804315811,55.75412476070107,53.82087999808579,51.092219639240184,50.07286071568799,47.808661499009354,48.06824608645135,45.90985478154378,46.38632373284679,45.16152183335445,45.18392599796853,44.220733342535596,43.289268456503464,41.78517842356058,40.25544255873237,38.7991661248408,38.6508158328188
1,60,0.36,1,3.33,6148.1081081081065,204.73199999999997,survival,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.999,0.999,0.999,0.999,0.999,0.999,0.999
1,60,0.36,1,3.33,6148.1081081081065,204.73199999999997,spend25p,204.76533751850073,207.42161593330164,210.66692112052687,213.87601852937416,217.15323422788447,220.18798796477716,223.45739500448013,226.57127297944402,228.9068217556312,231.95419784696233,44.1175375801947,38.989645065279305,33.11996346505008,26.19534165346883,19.686803803938353,12.684213468865552,4.595423579922321,-1.999751873863807,-9.579409964635925,-16.752520483482304,-25.5415935360783,-34.33343220485736,-43.47394713692939,-51.43058319175801,-60.966806420114224,-69.72267082966131,-79.16292196532962,-88.64594317724418,-99.65980962736056,-108.93903154110173,-120.29387953837136,-131.66571378575503,-143.63349910840543,-155.90721217085206,-170.762187256577,-183.84280925222393,-199.3384309602752,-213.67943332519422,-229.60953838486495,-248.41073961230617,-265.3663700509636,-282.17234739810607,-300.02812397113803,-319.4380161750146,-335.8519840592745
