threshold_x,max_year_y,income_percent_z,scenario,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.06,40,0.5,"X=6%, Y=40, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9982,0.996,0.9938,0.9894,0.9856,0.9808,0.9766,0.97,0.9602,0.9514,0.9428,0.9344,0.9238,0.9146,0.9048,0.893,0.8838,0.8686,0.857,0.8446,0.8324,0.823,0.8118,0.8014,0.792,0.7706,0.7518,0.7322,0.7106,0.6906,0.6688,0.6534,0.634,0.6206,0.6058
0.06,40,0.75,"X=6%, Y=40, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9988,0.9982,0.998,0.9978,0.9952,0.9942,0.9936,0.9928,0.9908,0.9894,0.9866,0.984,0.9802,0.976,0.9712,0.968,0.9648,0.9604,0.956,0.9532,0.9362,0.918,0.8958,0.8756,0.8548,0.8296,0.8074,0.7836,0.7614,0.7366
0.06,40,1.0,"X=6%, Y=40, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9966,0.987,0.9736,0.96,0.9442,0.923,0.9018,0.8784,0.8572
0.06,50,0.25,"X=6%, Y=50, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9974,0.9938,0.99,0.983,0.9734,0.9618,0.9492,0.9362,0.9206,0.9046,0.89,0.8736,0.8576,0.84,0.8212,0.8068,0.7916,0.7736,0.7558,0.7392,0.721,0.7068,0.6938,0.6782,0.663,0.6512,0.6396,0.6254,0.6156,0.602,0.59,0.58,0.5692,0.5602,0.5528,0.5464,0.5378,0.5294
0.06,50,0.5,"X=6%, Y=50, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9982,0.996,0.9938,0.9894,0.9856,0.9808,0.9766,0.97,0.9602,0.9514,0.9428,0.9344,0.9238,0.9146,0.9048,0.893,0.8838,0.8686,0.857,0.8446,0.8324,0.823,0.8118,0.8014,0.792,0.7806,0.7692,0.7596,0.7488,0.7408,0.7308,0.722,0.712,0.7016,0.6936
0.06,50,0.75,"X=6%, Y=50, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9988,0.9982,0.998,0.9978,0.9952,0.9942,0.9936,0.9928,0.9908,0.9894,0.9866,0.984,0.9802,0.976,0.9712,0.968,0.9648,0.9604,0.956,0.9532,0.949,0.9462,0.939,0.9346,0.93,0.9264,0.9214,0.916,0.911,0.9064
0.06,50,1.0,"X=6%, Y=50, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.08,10,0.25,"X=8%, Y=10, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9978,0.9938,0.986,0.9734,0.9572,0.9378,0.9178,0.8954,0.8742,0.853,0.8302,0.8052,0.7822,0.7554,0.7332,0.7094,0.6892,0.6668,0.65,0.633,0.6168,0.6016,0.5872,0.573,0.558,0.5448,0.5346,0.5236,0.514,0.505,0.4986,0.4896,0.4818,0.4742,0.467,0.461,0.4536,0.4484,0.4422
0.08,10,0.5,"X=8%, Y=10, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9978,0.9926,0.9868,0.9708,0.9534,0.9332,0.908,0.8862,0.865,0.8414,0.8168,0.7926,0.7656,0.7408,0.718,0.6988,0.6742,0.6564,0.6392,0.6236,0.6084,0.594,0.5802,0.5636,0.5488,0.5392,0.5284,0.5192,0.5088,0.502,0.4936,0.4856,0.4782,0.4704,0.4644,0.4568,0.4516,0.445
0.08,10,0.75,"X=8%, Y=10, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9972,0.9922,0.9812,0.9674,0.9488,0.9232,0.9002,0.8764,0.852,0.8252,0.8024,0.7742,0.7484,0.7264,0.7068,0.6816,0.6628,0.6446,0.6276,0.6134,0.5992,0.5854,0.5694,0.5546,0.5436,0.5318,0.5226,0.5126,0.5052,0.4964,0.4878,0.4802,0.473,0.467,0.4592,0.4542,0.4474
0.08,10,1.0,"X=8%, Y=10, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.999,0.9958,0.9896,0.976,0.96,0.9352,0.914,0.888,0.8624,0.836,0.8116,0.7824,0.7582,0.7324,0.7126,0.6878,0.6698,0.6504,0.6328,0.6172,0.6024,0.5888,0.573,0.5588,0.548,0.5362,0.5252,0.5158,0.5084,0.4996,0.4906,0.483,0.476,0.4698,0.4622,0.456,0.4498
0.08,20,0.25,"X=8%, Y=20, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9968,0.9928,0.989,0.98,0.9684,0.9554,0.9426,0.9264,0.9064,0.8808,0.861,0.8348,0.8104,0.7862,0.7582,0.7346,0.71,0.683,0.6628,0.6416,0.6248,0.6068,0.593,0.5748,0.5612,0.5488,0.5352,0.5262,0.5164,0.509,0.4992,0.4912,0.4838,0.4756,0.4688,0.461,0.4552,0.449
0.08,20,0.5,"X=8%, Y=20, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9986,0.9972,0.995,0.991,0.9868,0.9812,0.9698,0.9488,0.9284,0.9034,0.8768,0.8468,0.818,0.7906,0.7592,0.7336,0.7094,0.6838,0.6634,0.644,0.6226,0.6034,0.585,0.5722,0.5582,0.546,0.534,0.5262,0.5168,0.5064,0.4978,0.489,0.482,0.4718,0.4656,0.4592
0.08,20,0.75,"X=8%, Y=20, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9996,0.9986,0.9962,0.9894,0.9756,0.9604,0.9406,0.911,0.8816,0.8492,0.8134,0.7822,0.7534,0.727,0.7014,0.6764,0.6558,0.634,0.6152,0.5998,0.5812,0.569,0.5564,0.5458,0.5344,0.5246,0.5154,0.507,0.5,0.4906,0.4832,0.4758
0.08,20,1.0,"X=8%, Y=20, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9958,0.9878,0.9746,0.9562,0.9312,0.9016,0.8672,0.8316,0.8002,0.7664,0.7396,0.7096,0.6864,0.6632,0.6428,0.6256,0.6076,0.5928,0.5792,0.568,0.5556,0.5424,0.5318,0.5226,0.5144,0.5042,0.4962,0.4896
0.08,30,0.25,"X=8%, Y=30, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9968,0.9928,0.989,0.98,0.9684,0.9554,0.9426,0.9264,0.9122,0.8936,0.8776,0.8608,0.8428,0.823,0.8056,0.7866,0.7672,0.7482,0.7242,0.7018,0.6782,0.6558,0.6364,0.614,0.5942,0.5778,0.5614,0.5478,0.5376,0.5258,0.5142,0.504,0.4958,0.4868,0.4788,0.4704,0.4636,0.4576
0.08,30,0.5,"X=8%, Y=30, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9986,0.9972,0.995,0.991,0.9868,0.9812,0.9766,0.9692,0.9602,0.9478,0.9386,0.9272,0.917,0.9042,0.8908,0.8772,0.8516,0.8228,0.7934,0.7656,0.7386,0.7094,0.6824,0.6574,0.6314,0.6112,0.5916,0.5746,0.5588,0.5466,0.5346,0.523,0.5124,0.501,0.493,0.4854
0.08,30,0.75,"X=8%, Y=30, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9996,0.9986,0.9986,0.9978,0.9976,0.9962,0.9944,0.9934,0.9924,0.9896,0.9862,0.9824,0.965,0.9458,0.9248,0.8944,0.8602,0.8284,0.7964,0.7608,0.7282,0.6952,0.6684,0.6436,0.622,0.603,0.587,0.57,0.5562,0.5424,0.5316,0.5184
0.08,30,1.0,"X=8%, Y=30, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9958,0.9856,0.9716,0.95,0.9258,0.8936,0.8578,0.8182,0.784,0.7464,0.7156,0.6854,0.6636,0.6444,0.6276,0.6102,0.5916,0.5768,0.561
0.08,40,0.25,"X=8%, Y=40, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9968,0.9928,0.989,0.98,0.9684,0.9554,0.9426,0.9264,0.9122,0.8936,0.8776,0.8608,0.8428,0.823,0.8056,0.7866,0.7672,0.7482,0.73,0.7112,0.695,0.6782,0.6636,0.6468,0.6316,0.6168,0.6004,0.5884,0.5726,0.5572,0.545,0.5324,0.5196,0.5084,0.498,0.4868,0.4778,0.4702
0.08,40,0.5,"X=8%, Y=40, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9986,0.9972,0.995,0.991,0.9868,0.9812,0.9766,0.9692,0.9602,0.9478,0.9386,0.9272,0.917,0.9042,0.8908,0.8772,0.8648,0.8508,0.8348,0.821,0.8082,0.7954,0.7806,0.7672,0.7526,0.7376,0.7162,0.6922,0.6664,0.6446,0.6216,0.6022,0.5824,0.5636,0.5436,0.5262
0.08,40,0.75,"X=8%, Y=40, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9996,0.9986,0.9986,0.9978,0.9976,0.9962,0.9944,0.9934,0.9924,0.9896,0.9862,0.9824,0.9788,0.9744,0.9694,0.9646,0.961,0.9544,0.9492,0.945,0.9386,0.9332,0.9114,0.8822,0.8524,0.8224,0.7878,0.7566,0.7218,0.6884,0.6614,0.6322
0.08,40,1.0,"X=8%, Y=40, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9926,0.9782,0.9588,0.9342,0.9028,0.8688,0.8282,0.7874,0.7538
0.08,50,0.25,"X=8%, Y=50, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9968,0.9928,0.989,0.98,0.9684,0.9554,0.9426,0.9264,0.9122,0.8936,0.8776,0.8608,0.8428,0.823,0.8056,0.7866,0.7672,0.7482,0.73,0.7112,0.695,0.6782,0.6636,0.6468,0.6316,0.6168,0.6004,0.5884,0.5758,0.5638,0.5538,0.5444,0.536,0.5252,0.5172,0.5094,0.5004,0.492
0.08,50,0.5,"X=8%, Y=50, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9986,0.9972,0.995,0.991,0.9868,0.9812,0.9766,0.9692,0.9602,0.9478,0.9386,0.9272,0.917,0.9042,0.8908,0.8772,0.8648,0.8508,0.8348,0.821,0.8082,0.7954,0.7806,0.7672,0.7526,0.7376,0.7262,0.7144,0.7036,0.6912,0.678,0.666,0.6544,0.6438,0.6334,0.6246
0.08,50,0.75,"X=8%, Y=50, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9996,0.9986,0.9986,0.9978,0.9976,0.9962,0.9944,0.9934,0.9924,0.9896,0.9862,0.9824,0.9788,0.9744,0.9694,0.9646,0.961,0.9544,0.9492,0.945,0.9386,0.9332,0.9272,0.9224,0.9156,0.9104,0.9024,0.8936,0.8878,0.8816,0.877,0.8694
0.08,50,1.0,"X=8%, Y=50, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1,10,0.25,"X=10%, Y=10, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9976,0.9934,0.9838,0.9692,0.9506,0.9326,0.9128,0.8892,0.8674,0.8468,0.822,0.7986,0.7764,0.7482,0.7256,0.7034,0.684,0.6616,0.6456,0.6286,0.612,0.5982,0.5844,0.5708,0.5564,0.5424,0.533,0.5214,0.512,0.5034,0.4966,0.4878,0.4798,0.4724,0.4652,0.459,0.4522,0.447,0.4408
0.1,10,0.5,"X=10%, Y=10, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.997,0.9906,0.9814,0.9644,0.9426,0.9224,0.8966,0.874,0.8538,0.828,0.8024,0.7808,0.7524,0.729,0.7078,0.6864,0.6644,0.649,0.6314,0.6146,0.6008,0.5868,0.5732,0.559,0.5448,0.5352,0.5232,0.5134,0.5044,0.4978,0.489,0.4808,0.4732,0.466,0.46,0.4532,0.4482,0.4416
0.1,10,0.75,"X=10%, Y=10, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9964,0.9888,0.9728,0.955,0.9314,0.9066,0.8806,0.859,0.8332,0.806,0.7846,0.7562,0.7324,0.7112,0.6918,0.668,0.6508,0.634,0.617,0.603,0.5892,0.5748,0.5606,0.5464,0.5368,0.5254,0.5156,0.5064,0.4998,0.491,0.4826,0.475,0.4674,0.461,0.4542,0.4494,0.4428
0.1,10,1.0,"X=10%, Y=10, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.998,0.9926,0.9802,0.9634,0.94,0.9168,0.8894,0.8654,0.8392,0.8114,0.7876,0.7594,0.735,0.7136,0.6928,0.6708,0.6534,0.6352,0.6188,0.6044,0.5902,0.5762,0.5614,0.5476,0.5384,0.5262,0.5168,0.508,0.501,0.4924,0.4844,0.4768,0.4696,0.4634,0.4566,0.451,0.4446
0.1,20,0.25,"X=10%, Y=20, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.996,0.9924,0.9856,0.978,0.9652,0.9498,0.9362,0.9202,0.8972,0.8734,0.848,0.8196,0.792,0.7686,0.7374,0.7124,0.6854,0.6658,0.6456,0.624,0.6088,0.5928,0.5792,0.5638,0.5486,0.539,0.5268,0.517,0.5078,0.5002,0.4912,0.4826,0.4748,0.4674,0.4612,0.454,0.4492,0.4432
0.1,20,0.5,"X=10%, Y=20, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9984,0.9964,0.9932,0.9888,0.984,0.9772,0.9606,0.9354,0.9116,0.8828,0.8518,0.8174,0.782,0.7526,0.7224,0.699,0.672,0.6474,0.6284,0.6092,0.5926,0.5762,0.5588,0.548,0.537,0.5264,0.5166,0.5094,0.4998,0.491,0.4824,0.4748,0.4684,0.461,0.455,0.4486
0.1,20,0.75,"X=10%, Y=20, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.999,0.9984,0.9938,0.985,0.9676,0.9464,0.9118,0.8746,0.8376,0.8028,0.7624,0.7314,0.7064,0.6768,0.6548,0.6308,0.6138,0.5942,0.5776,0.5652,0.55,0.5384,0.5272,0.5188,0.5082,0.4988,0.491,0.483,0.476,0.4668,0.4614,0.4542
0.1,20,1.0,"X=10%, Y=20, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.9922,0.9794,0.9618,0.9286,0.8894,0.8458,0.8056,0.7664,0.734,0.704,0.6758,0.6532,0.634,0.612,0.593,0.5764,0.5624,0.5502,0.539,0.5294,0.519,0.5096,0.5004,0.4922,0.4852,0.4778,0.4706,0.4632
0.1,30,0.25,"X=10%, Y=30, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.996,0.9924,0.9856,0.978,0.9652,0.9498,0.9362,0.9202,0.9042,0.884,0.8684,0.8488,0.8276,0.806,0.787,0.7682,0.7468,0.7282,0.7022,0.6764,0.6528,0.6284,0.6094,0.5902,0.5708,0.5556,0.5422,0.5306,0.5194,0.5082,0.4994,0.49,0.483,0.4746,0.4676,0.4596,0.4546,0.4478
0.1,30,0.5,"X=10%, Y=30, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9984,0.9964,0.9932,0.9888,0.984,0.9772,0.9716,0.9604,0.9482,0.9348,0.9244,0.912,0.8982,0.8824,0.8674,0.8528,0.8202,0.7884,0.7568,0.7232,0.69,0.6596,0.6278,0.6038,0.5844,0.566,0.5502,0.5364,0.5222,0.512,0.5024,0.4928,0.4858,0.477,0.4692,0.4616
0.1,30,0.75,"X=10%, Y=30, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.999,0.9984,0.9982,0.9972,0.9958,0.9942,0.9926,0.991,0.9874,0.984,0.9786,0.975,0.9534,0.9276,0.8966,0.8514,0.8106,0.769,0.7248,0.6802,0.6514,0.6184,0.5948,0.5748,0.556,0.541,0.5298,0.5156,0.5064,0.4968,0.488,0.4796
0.1,30,1.0,"X=10%, Y=30, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9926,0.9786,0.9552,0.9186,0.8762,0.8234,0.776,0.7282,0.6888,0.6574,0.6314,0.6076,0.5866,0.5676,0.5506,0.5386,0.5246,0.513,0.5016
0.1,40,0.25,"X=10%, Y=40, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.996,0.9924,0.9856,0.978,0.9652,0.9498,0.9362,0.9202,0.9042,0.884,0.8684,0.8488,0.8276,0.806,0.787,0.7682,0.7468,0.7282,0.7076,0.6898,0.6726,0.653,0.6358,0.6188,0.6048,0.591,0.5746,0.5646,0.5502,0.5374,0.5228,0.5102,0.4998,0.4882,0.479,0.4688,0.462,0.4538
0.1,40,0.5,"X=10%, Y=40, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9984,0.9964,0.9932,0.9888,0.984,0.9772,0.9716,0.9604,0.9482,0.9348,0.9244,0.912,0.8982,0.8824,0.8674,0.8528,0.836,0.8192,0.8016,0.785,0.773,0.7568,0.7398,0.7248,0.705,0.6882,0.6678,0.6394,0.6152,0.586,0.5626,0.5422,0.524,0.5064,0.4948,0.483
0.1,40,0.75,"X=10%, Y=40, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.999,0.9984,0.9982,0.9972,0.9958,0.9942,0.9926,0.991,0.9874,0.984,0.9786,0.975,0.9702,0.9644,0.958,0.9522,0.9472,0.9386,0.9314,0.9258,0.9182,0.9094,0.8766,0.8372,0.801,0.7574,0.71,0.668,0.6334,0.6026,0.575,0.5506
0.1,40,1.0,"X=10%, Y=40, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.9866,0.9648,0.9352,0.893,0.8372,0.7806,0.7292,0.687,0.646
0.1,50,0.25,"X=10%, Y=50, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.996,0.9924,0.9856,0.978,0.9652,0.9498,0.9362,0.9202,0.9042,0.884,0.8684,0.8488,0.8276,0.806,0.787,0.7682,0.7468,0.7282,0.7076,0.6898,0.6726,0.653,0.6358,0.6188,0.6048,0.591,0.5746,0.5646,0.553,0.5434,0.5336,0.5218,0.513,0.5048,0.4968,0.4892,0.481,0.4742
0.1,50,0.5,"X=10%, Y=50, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9984,0.9964,0.9932,0.9888,0.984,0.9772,0.9716,0.9604,0.9482,0.9348,0.9244,0.912,0.8982,0.8824,0.8674,0.8528,0.836,0.8192,0.8016,0.785,0.773,0.7568,0.7398,0.7248,0.705,0.6882,0.6778,0.6668,0.6514,0.6372,0.6274,0.615,0.6012,0.5886,0.5764,0.5652
0.1,50,0.75,"X=10%, Y=50, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.999,0.9984,0.9982,0.9972,0.9958,0.9942,0.9926,0.991,0.9874,0.984,0.9786,0.975,0.9702,0.9644,0.958,0.9522,0.9472,0.9386,0.9314,0.9258,0.9182,0.9094,0.9014,0.8916,0.8834,0.8742,0.8644,0.8544,0.8462,0.8368,0.8266,0.8174
0.1,50,1.0,"X=10%, Y=50, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.12,10,0.25,"X=12%, Y=10, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9972,0.9922,0.982,0.966,0.9464,0.9288,0.9098,0.8848,0.8636,0.8438,0.82,0.7956,0.7732,0.7466,0.7226,0.7012,0.6818,0.6602,0.644,0.627,0.6106,0.597,0.5836,0.5702,0.5562,0.5422,0.5326,0.5214,0.512,0.5032,0.4964,0.4874,0.4794,0.4718,0.4646,0.4584,0.4514,0.4466,0.4402
0.12,10,0.5,"X=12%, Y=10, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9956,0.9896,0.9762,0.957,0.937,0.9148,0.888,0.8668,0.8466,0.8218,0.7982,0.7752,0.7488,0.7242,0.703,0.6836,0.6624,0.6454,0.6282,0.6122,0.5986,0.5844,0.5708,0.5568,0.5426,0.533,0.5216,0.5122,0.5034,0.4968,0.4882,0.4802,0.4724,0.465,0.4588,0.4516,0.4466,0.4402
0.12,10,0.75,"X=12%, Y=10, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,0.9936,0.9826,0.966,0.944,0.9222,0.8936,0.8698,0.8496,0.8232,0.7986,0.7764,0.7502,0.7264,0.7044,0.6846,0.6632,0.646,0.6292,0.6128,0.5992,0.5858,0.5718,0.5572,0.543,0.5334,0.522,0.5126,0.5036,0.497,0.4884,0.4804,0.4728,0.4656,0.4592,0.4522,0.4472,0.4408
0.12,10,1.0,"X=12%, Y=10, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9958,0.9884,0.9722,0.9526,0.9268,0.899,0.8736,0.8522,0.8256,0.8004,0.7776,0.7506,0.7272,0.706,0.6856,0.6634,0.647,0.6298,0.6136,0.6002,0.5866,0.5724,0.5578,0.5438,0.5342,0.5228,0.5128,0.504,0.4974,0.4888,0.4808,0.4732,0.466,0.4598,0.4524,0.4474,0.441
0.12,20,0.25,"X=12%, Y=20, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9952,0.992,0.9844,0.9746,0.9616,0.9464,0.932,0.9134,0.8876,0.8668,0.8384,0.8074,0.7826,0.7528,0.7214,0.6962,0.671,0.6536,0.6336,0.615,0.6,0.5862,0.573,0.5586,0.545,0.5344,0.5232,0.5138,0.5046,0.4978,0.4888,0.4806,0.4732,0.4658,0.4592,0.4524,0.4476,0.4408
0.12,20,0.5,"X=12%, Y=20, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9972,0.9948,0.991,0.9868,0.9806,0.9736,0.9514,0.9252,0.898,0.8614,0.8252,0.7892,0.7556,0.7232,0.6946,0.6692,0.6488,0.627,0.6096,0.594,0.5802,0.565,0.55,0.5396,0.5274,0.5176,0.5086,0.5012,0.4924,0.4842,0.4764,0.4684,0.4622,0.4548,0.4494,0.4428
0.12,20,0.75,"X=12%, Y=20, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.9984,0.9978,0.992,0.978,0.9554,0.9262,0.8816,0.839,0.7966,0.7588,0.7228,0.6928,0.664,0.6418,0.6234,0.607,0.5894,0.572,0.5572,0.547,0.5356,0.5254,0.5144,0.5068,0.4966,0.4876,0.4794,0.472,0.4656,0.4578,0.4528,0.4462
