upper_limit,lower_limit,is_dynamic_rebalance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.06,-0.005,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9952,0.9926,0.987,0.98,0.9726,0.961,0.9498,0.935,0.9244,0.9094,0.8926000000000001,0.8742,0.8553999999999999,0.838,0.8192,0.8012,0.7834,0.762,0.7434000000000001,0.7238,0.7048,0.688,0.6674,0.6486000000000001,0.632,0.6142000000000001,0.5972,0.5791999999999999,0.5636,0.5514,0.536,0.52,0.5042,0.488,0.475,0.4606,0.4476,0.43579999999999997
0.06,-0.01,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9942,0.9896,0.984,0.9782,0.9698,0.959,0.949,0.9339999999999999,0.9258,0.9146,0.8974,0.8832,0.8662,0.8513999999999999,0.8356,0.817,0.8006,0.7838,0.766,0.7496,0.7354,0.7203999999999999,0.7018,0.6834,0.665,0.649,0.6335999999999999,0.6192,0.6046,0.5886,0.5744,0.5586,0.5448,0.5322,0.518,0.5052,0.494
0.06,-0.015,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.9948,0.9924,0.9876,0.9824,0.9762,0.9678,0.959,0.949,0.9368,0.928,0.919,0.9042,0.8932,0.879,0.8654,0.8504,0.836,0.8224,0.8066,0.7908,0.7738,0.7608,0.7478,0.7343999999999999,0.7178,0.7004,0.6878,0.6758,0.6619999999999999,0.6484,0.6334,0.6212,0.6053999999999999,0.5942000000000001,0.5816,0.5694,0.5576
0.06,-0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.996,0.994,0.9904,0.9866,0.9808,0.9742,0.9686,0.9588,0.9488,0.9412,0.933,0.9236,0.9132,0.9004,0.8892,0.8788,0.869,0.855,0.8418,0.827,0.8140000000000001,0.8012,0.791,0.7778,0.7648,0.7532,0.7376,0.7236,0.7114,0.7006,0.6878,0.6774,0.6664,0.6516,0.6392,0.6266,0.6138
0.02,0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9966,0.9938,0.9892,0.9784,0.9638,0.9486,0.933,0.9117999999999999,0.8904,0.8692,0.8446,0.8224,0.7988,0.777,0.7562,0.7368,0.7186,0.7038,0.6864,0.6708000000000001,0.6566000000000001,0.6422,0.6294,0.6186,0.611,0.6012,0.593,0.5848,0.5746,0.5664,0.5569999999999999,0.55,0.5418000000000001,0.5349999999999999,0.5236000000000001,0.517,0.5098,0.5018,0.49019999999999997,0.4768
0.02,0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9974,0.9944,0.9904,0.9824,0.9722,0.9572,0.9432,0.928,0.9082,0.8894,0.8698,0.8476,0.8260000000000001,0.8046,0.7886,0.7696000000000001,0.752,0.7338,0.7208,0.7072,0.6930000000000001,0.6818,0.669,0.657,0.6468,0.6384000000000001,0.6308,0.6224000000000001,0.6172,0.6126,0.6075999999999999,0.6028,0.5986,0.5924,0.5880000000000001,0.5856,0.5848,0.5831999999999999,0.5816,0.5804
0.02,0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9982,0.9954,0.992,0.986,0.978,0.9656,0.9516,0.9396,0.9258,0.9062,0.8892,0.8718,0.854,0.834,0.8134,0.7989999999999999,0.7862,0.7672,0.7522,0.7405999999999999,0.7278,0.7186,0.708,0.6984,0.6859999999999999,0.6776,0.6718,0.6648000000000001,0.6572,0.6516,0.6468,0.6426000000000001,0.6384000000000001,0.6357999999999999,0.634,0.6317999999999999,0.6295999999999999,0.6272,0.6262,0.6258
0.02,0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9986,0.9964,0.994,0.9898,0.9812,0.9728,0.9612,0.949,0.9378,0.9244,0.9084,0.892,0.8772,0.8612,0.8442000000000001,0.8268,0.8134,0.8016,0.7872,0.773,0.7626,0.7522,0.7408,0.7328,0.7216,0.7130000000000001,0.7068,0.7010000000000001,0.6956,0.6901999999999999,0.6861999999999999,0.6818,0.6778,0.6738,0.6716,0.6696,0.6664,0.6652,0.6642,0.6638
0.02,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.997,0.9946,0.9912,0.9852,0.9786,0.969,0.958,0.947,0.9372,0.925,0.9102,0.8976,0.8852,0.871,0.8568,0.8428,0.829,0.8196,0.8064,0.7956,0.7874,0.7776000000000001,0.7694,0.7616,0.7518,0.7456,0.7394000000000001,0.7334,0.7282,0.7232000000000001,0.7194,0.7156,0.7130000000000001,0.7110000000000001,0.7101999999999999,0.7090000000000001,0.7072,0.706,0.7054
0.02,-0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9954,0.993,0.9894,0.9822,0.9754,0.9654,0.9574,0.9466,0.9378,0.9284,0.9164,0.9056,0.8936,0.881,0.8698,0.8576,0.847,0.8358,0.8262,0.8164,0.8084,0.8012,0.7934,0.788,0.783,0.7767999999999999,0.7726,0.7662,0.7624,0.7602,0.7564,0.754,0.7514000000000001,0.7498,0.748,0.7454000000000001,0.7442,0.7436
0.02,-0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9946,0.9908,0.9858,0.9802,0.974,0.964,0.9568,0.9464,0.9396,0.9324,0.9246,0.915,0.9032,0.893,0.8838,0.8744000000000001,0.8646,0.8552,0.8476,0.8406,0.8331999999999999,0.8268,0.8212,0.8146,0.8084,0.8038,0.8002,0.7974,0.7958000000000001,0.793,0.79,0.788,0.7864,0.7858,0.7846,0.784,0.7838
0.02,-0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.995,0.9934,0.9902,0.9844,0.979,0.9726,0.9644,0.957,0.9488,0.9418,0.9364,0.9302,0.9222,0.9148000000000001,0.9076,0.8978,0.8912,0.8832,0.875,0.8692,0.8628,0.8572,0.8522000000000001,0.8476,0.843,0.8386,0.8342,0.8318,0.8288,0.8251999999999999,0.823,0.8224,0.8200000000000001,0.8188,0.8182,0.8180000000000001,0.8176
0.02,-0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9962,0.9946,0.9922,0.9886,0.9832,0.9788,0.9738,0.9656,0.959,0.953,0.946,0.9406,0.9364,0.9288,0.9238,0.9178,0.9114,0.9057999999999999,0.9002,0.8934,0.8886000000000001,0.8828,0.878,0.8744000000000001,0.8716,0.8688,0.866,0.8636,0.8606,0.858,0.8556,0.854,0.8528,0.8513999999999999,0.8508,0.8504,0.8502000000000001
0.03,0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9966,0.9938,0.989,0.9784,0.9632000000000001,0.948,0.9316,0.9104,0.8874,0.8656,0.8382000000000001,0.813,0.7888,0.7674,0.74,0.7183999999999999,0.6994,0.6819999999999999,0.6592,0.641,0.6242,0.6073999999999999,0.594,0.5778,0.5616,0.5478000000000001,0.5356000000000001,0.5194,0.5064,0.493,0.481,0.4716,0.4628,0.4536,0.4454,0.4364,0.4284,0.4182,0.40759999999999996,0.39359999999999995
0.03,0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9974,0.9944,0.9904,0.9822,0.9714,0.9568,0.9424,0.9268,0.9052,0.8866,0.8644000000000001,0.8412,0.8172,0.7958000000000001,0.7772,0.7522,0.7352000000000001,0.716,0.698,0.6821999999999999,0.6638,0.6488,0.636,0.6214,0.6084,0.5952,0.585,0.5722,0.5596,0.5488,0.5428,0.5346,0.5284,0.5224,0.5184,0.5134000000000001,0.5116,0.5096,0.5074000000000001,0.5042
0.03,0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9982,0.9954,0.992,0.9856,0.9776,0.9648,0.9508,0.9386,0.924,0.9032,0.8855999999999999,0.8666,0.8476,0.8240000000000001,0.8062,0.7866,0.7702,0.749,0.7336,0.7198,0.704,0.6901999999999999,0.6748000000000001,0.6619999999999999,0.6486000000000001,0.6384000000000001,0.6304000000000001,0.6224000000000001,0.6124,0.6052,0.5986,0.5918,0.5831999999999999,0.5762,0.571,0.5671999999999999,0.5658000000000001,0.5628,0.5606,0.5596
0.03,0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9986,0.9964,0.994,0.9898,0.9804,0.9726,0.9604,0.948,0.9362,0.9214,0.9046,0.8876,0.871,0.8526,0.8364,0.8168,0.8016,0.7854,0.7702,0.7554,0.7412000000000001,0.7286,0.7143999999999999,0.7006,0.6890000000000001,0.6779999999999999,0.6714,0.6634,0.6532,0.646,0.6408,0.6354,0.6304000000000001,0.6255999999999999,0.6232,0.6192,0.6158,0.6144000000000001,0.613,0.6122000000000001
0.03,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.997,0.9946,0.9912,0.9848,0.9782,0.9682,0.9574,0.9456,0.9348,0.9222,0.907,0.892,0.8794,0.8624,0.8478,0.833,0.8174,0.8049999999999999,0.79,0.778,0.768,0.756,0.7464,0.7334,0.722,0.7123999999999999,0.7044,0.6990000000000001,0.692,0.6848000000000001,0.6794,0.6754,0.6716,0.667,0.6644,0.6634,0.6622,0.6606000000000001,0.6599999999999999
0.03,-0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9954,0.9928,0.9888,0.982,0.9754,0.9644,0.9564,0.9452,0.9359999999999999,0.9252,0.9124,0.8998,0.8868,0.8742,0.8606,0.847,0.836,0.8218,0.8122,0.8018000000000001,0.7912,0.7804,0.7724,0.7654,0.755,0.7468,0.7396,0.7334,0.729,0.7242,0.7183999999999999,0.716,0.7121999999999999,0.7101999999999999,0.7078,0.7066,0.7052,0.7041999999999999
0.03,-0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9946,0.9908,0.9852,0.9802,0.9734,0.9628,0.9558,0.9444,0.9382,0.9304,0.9194,0.91,0.8964,0.8862,0.8756,0.8652,0.8528,0.8432,0.833,0.8248,0.8168,0.8092,0.8018000000000001,0.7928,0.7874,0.7816,0.777,0.7724,0.768,0.7636000000000001,0.7612,0.7576,0.7562,0.754,0.7522,0.75,0.7492
0.03,-0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.995,0.9934,0.9894,0.9842,0.9788,0.9716,0.9634,0.9554,0.9466,0.9390000000000001,0.9339999999999999,0.9254,0.9182,0.9094,0.8994,0.8906000000000001,0.881,0.8732,0.8632,0.856,0.8484,0.8406,0.8368,0.8304,0.8238,0.819,0.8138,0.8108,0.8054,0.802,0.7988,0.7974,0.7954,0.794,0.7922,0.7914,0.7906
0.03,-0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9962,0.9946,0.992,0.9882,0.9832,0.9786,0.9732,0.9642,0.9568,0.9498,0.9438,0.9382,0.9322,0.925,0.9182,0.9117999999999999,0.9044,0.897,0.8896,0.8832,0.8776,0.8706,0.864,0.859,0.8552,0.8508,0.8468,0.8444,0.8406,0.837,0.8354,0.8342,0.8324,0.8304,0.8296,0.829,0.8284
0.04,0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9966,0.9936,0.9888,0.9782,0.963,0.947,0.9302,0.9084,0.8848,0.8602,0.8322,0.8058,0.7804,0.754,0.725,0.7038,0.6818,0.6596,0.6374,0.6148,0.5962000000000001,0.575,0.556,0.5404,0.5216000000000001,0.5005999999999999,0.48460000000000003,0.46940000000000004,0.45620000000000005,0.4438,0.43200000000000005,0.4212,0.40859999999999996,0.39580000000000004,0.38839999999999997,0.3812,0.3748,0.36539999999999995,0.35740000000000005,0.34640000000000004
0.04,0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9974,0.9944,0.9902,0.9818,0.9708,0.9562,0.9408,0.9256,0.9032,0.8828,0.8596,0.8334,0.8082,0.786,0.7644,0.738,0.7186,0.6968,0.6774,0.6608,0.639,0.6226,0.6044,0.5866,0.5708,0.5546,0.5398000000000001,0.5262,0.5136000000000001,0.5032,0.49439999999999995,0.486,0.4778,0.4688,0.4628,0.45899999999999996,0.4568,0.4526,0.4486,0.44620000000000004
0.04,0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9982,0.9954,0.992,0.9854,0.9774,0.9648,0.9502,0.9372,0.9214,0.9,0.881,0.8612,0.8392,0.8156,0.795,0.7736000000000001,0.755,0.7354,0.7172000000000001,0.7,0.6804,0.6636,0.649,0.6362,0.6194,0.6062000000000001,0.595,0.5818,0.5700000000000001,0.56,0.5506,0.5422,0.5324,0.527,0.5227999999999999,0.5184,0.5156000000000001,0.5126,0.5105999999999999,0.51
0.04,0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9986,0.9964,0.994,0.9892,0.9802,0.9722,0.9601999999999999,0.9462,0.9346,0.9192,0.9008,0.884,0.866,0.8456,0.8280000000000001,0.8066,0.788,0.7706,0.755,0.7385999999999999,0.7203999999999999,0.7061999999999999,0.6896,0.6762,0.6619999999999999,0.6514,0.6408,0.6298,0.6214,0.6134,0.6046,0.5966,0.5896,0.5844,0.5808,0.5766,0.573,0.5708,0.5691999999999999,0.569
0.04,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.997,0.9946,0.991,0.9844,0.9782,0.9678,0.957,0.944,0.9336,0.9206,0.9042,0.8884,0.874,0.8552,0.8392,0.8228,0.804,0.791,0.7767999999999999,0.7644,0.7476,0.734,0.7206,0.7086,0.6972,0.6881999999999999,0.6786,0.6712,0.6628000000000001,0.6548,0.6477999999999999,0.6412,0.6352,0.6308,0.627,0.6254,0.623,0.6208,0.6188
0.04,-0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9954,0.9928,0.9886,0.9816,0.975,0.9636,0.9554,0.9424,0.9336,0.9232,0.9094,0.894,0.8818,0.8676,0.8513999999999999,0.8376,0.8224,0.8088,0.7988,0.7867999999999999,0.7758,0.762,0.7524,0.743,0.7323999999999999,0.7242,0.7162,0.7078,0.702,0.6974,0.6916,0.6876,0.685,0.6821999999999999,0.6799999999999999,0.6768000000000001,0.6754,0.6739999999999999
0.04,-0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9946,0.9904,0.9848,0.98,0.973,0.9626,0.9548,0.9432,0.9359999999999999,0.9272,0.9164,0.9042,0.8904,0.8786,0.8668,0.8553999999999999,0.8408,0.83,0.819,0.8106,0.8009999999999999,0.7922,0.784,0.7752,0.7684,0.7612,0.7545999999999999,0.7485999999999999,0.7434000000000001,0.7402,0.7376,0.7342,0.7306,0.7282,0.7266,0.725,0.7242
0.04,-0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.995,0.9932,0.9892,0.9838,0.9786,0.9714,0.9621999999999999,0.9542,0.9454,0.9378,0.9318,0.9226,0.9132,0.9038,0.892,0.8815999999999999,0.8726,0.862,0.8518,0.8426,0.8354,0.8280000000000001,0.8196,0.812,0.8062,0.8004,0.795,0.791,0.786,0.7834,0.7792,0.7774,0.7754,0.7724,0.7704,0.7698,0.7688
0.04,-0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9962,0.9946,0.9914,0.9874,0.9832,0.9784,0.9728,0.9628,0.9558,0.9486,0.942,0.9366,0.9298,0.921,0.9142,0.905,0.8976,0.888,0.8802,0.8726,0.8646,0.8562,0.8504,0.8444,0.8406,0.8364,0.834,0.8291999999999999,0.8248,0.8216,0.819,0.817,0.8154,0.8126,0.8116,0.8109999999999999,0.8104
0.05,0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9966,0.9936,0.9884,0.9778,0.9628,0.9466,0.9294,0.9064,0.883,0.8564,0.8251999999999999,0.7978000000000001,0.7722,0.7432000000000001,0.7142,0.6918,0.6664,0.6417999999999999,0.6155999999999999,0.5922000000000001,0.5698,0.5474,0.5287999999999999,0.5085999999999999,0.48740000000000006,0.471,0.4498,0.43420000000000003,0.42100000000000004,0.40580000000000005,0.39359999999999995,0.38360000000000005,0.3732,0.36360000000000003,0.3558,0.34840000000000004,0.3396,0.3308,0.3228,0.31379999999999997
0.05,0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9974,0.9944,0.9902,0.9818,0.97,0.956,0.9398,0.9236,0.9008,0.8802,0.855,0.8264,0.8009999999999999,0.7767999999999999,0.754,0.7272000000000001,0.7056,0.6816,0.6594,0.638,0.6168,0.5958,0.577,0.5571999999999999,0.5404,0.5252,0.5092,0.49319999999999997,0.4808,0.4686,0.45699999999999996,0.4494,0.44299999999999995,0.43300000000000005,0.42800000000000005,0.4236,0.4206,0.41779999999999995,0.4134,0.4112
0.05,0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9982,0.9954,0.992,0.9854,0.9772,0.9642,0.9492,0.9362,0.919,0.8978,0.8778,0.8568,0.8316,0.8078,0.784,0.764,0.7428,0.722,0.7032,0.6802,0.6612,0.6442,0.6254,0.6086,0.5924,0.5768,0.5624,0.5489999999999999,0.5378000000000001,0.5262,0.5176000000000001,0.5062,0.49839999999999995,0.49119999999999997,0.4868,0.4818,0.4786,0.4748,0.474,0.4728
0.05,0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9986,0.9964,0.9938,0.9892,0.9802,0.9718,0.96,0.9452,0.9336,0.9166,0.897,0.8806,0.8608,0.8382000000000001,0.8186,0.7958000000000001,0.7784,0.7614,0.7424,0.7228,0.7044,0.6872,0.6712,0.6556,0.6392,0.625,0.6132,0.6032,0.593,0.5831999999999999,0.5731999999999999,0.5651999999999999,0.5574,0.5522,0.5474,0.5409999999999999,0.5364,0.5336000000000001,0.532,0.5314
0.05,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.997,0.9946,0.9906,0.9836,0.978,0.9674,0.956,0.9428,0.9318,0.9176,0.8998,0.8842,0.8696,0.8486,0.8306,0.813,0.7938000000000001,0.7818,0.7646,0.7468,0.7316,0.7162,0.7036,0.6904,0.6759999999999999,0.6654,0.654,0.6456,0.6357999999999999,0.6288,0.621,0.6135999999999999,0.6086,0.6036,0.5998,0.5958,0.5926,0.5908,0.5896
0.05,-0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9954,0.9928,0.9882,0.9816,0.9744,0.9636,0.9546,0.9416,0.9312,0.9194,0.906,0.8904,0.8768,0.8606,0.843,0.8284,0.8138,0.7988,0.7884,0.7722,0.7578,0.744,0.7332000000000001,0.7232000000000001,0.7118,0.7028,0.6936,0.6861999999999999,0.6799999999999999,0.6726,0.6678,0.6639999999999999,0.6594,0.6564,0.6528,0.6502,0.648,0.6462
0.05,-0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9946,0.9904,0.9846,0.98,0.9722,0.9618,0.9538,0.9418,0.9336,0.9228,0.9132,0.8998,0.8846,0.8724000000000001,0.8593999999999999,0.8456,0.833,0.8208,0.8106,0.7992,0.7878000000000001,0.777,0.7682,0.759,0.7508,0.743,0.7363999999999999,0.7288,0.7223999999999999,0.7176,0.7136,0.7094,0.7056,0.7038,0.7021999999999999,0.6998,0.6986
0.05,-0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.995,0.9928,0.989,0.9836,0.9782,0.9702,0.9614,0.9536,0.9442,0.9359999999999999,0.9284,0.9186,0.9096,0.8982,0.885,0.8742,0.8638,0.8533999999999999,0.8436,0.8338,0.8248,0.815,0.8064,0.798,0.79,0.7842,0.779,0.7762,0.7702,0.7646,0.7626,0.7594,0.7564,0.7542,0.7532,0.7518,0.7508
0.05,-0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9962,0.9946,0.9912,0.987,0.983,0.9778,0.9714,0.9618,0.9546,0.9476,0.9402,0.9338,0.9262,0.917,0.909,0.8976,0.8896,0.8798,0.8704000000000001,0.8624,0.8544,0.8466,0.8416,0.8362,0.8306,0.8264,0.8216,0.8180000000000001,0.8126,0.8086,0.8049999999999999,0.8026,0.7986,0.796,0.7944,0.7934,0.793
0.06,0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9966,0.9936,0.9884,0.9774,0.9626,0.9458,0.9286,0.9038,0.88,0.8513999999999999,0.8202,0.7906,0.7634,0.7365999999999999,0.7048,0.6768000000000001,0.6514,0.6234,0.5998,0.5740000000000001,0.5484,0.5254,0.5034000000000001,0.48140000000000005,0.46220000000000006,0.4436,0.4244,0.4064,0.3912,0.3778,0.36519999999999997,0.35340000000000005,0.34140000000000004,0.33220000000000005,0.3256,0.31779999999999997,0.3104,0.2996,0.2884,0.27659999999999996
0.06,0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9974,0.9944,0.99,0.9816,0.9698,0.9556,0.9382,0.9218,0.898,0.8764,0.8482000000000001,0.8204,0.7946,0.7688,0.7444,0.7174,0.6912,0.6652,0.6436,0.621,0.598,0.5751999999999999,0.556,0.5356000000000001,0.5158,0.4988,0.48160000000000003,0.46799999999999997,0.4554,0.4438,0.43279999999999996,0.4212,0.41259999999999997,0.4032,0.39559999999999995,0.39059999999999995,0.38639999999999997,0.3832,0.3792,0.3762
0.06,0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9982,0.9954,0.992,0.985,0.9768,0.9638,0.9478,0.9344,0.9172,0.8952,0.8738,0.8496,0.8246,0.8006,0.7778,0.755,0.7336,0.7108,0.6856,0.6619999999999999,0.6452,0.6272,0.606,0.5896,0.5696,0.5542,0.5412,0.5254,0.5134000000000001,0.5028,0.49139999999999995,0.48260000000000003,0.474,0.4666,0.46020000000000005,0.45740000000000003,0.45299999999999996,0.4494,0.44699999999999995,0.4466
0.06,0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9986,0.9964,0.9938,0.9892,0.98,0.9712,0.9598,0.9444,0.9318,0.9142,0.8958,0.8764,0.8533999999999999,0.8306,0.81,0.7886,0.7696000000000001,0.7502,0.729,0.7096,0.6890000000000001,0.6694,0.6526000000000001,0.639,0.6218,0.6046,0.589,0.5784,0.5696,0.5578000000000001,0.5492,0.5404,0.5327999999999999,0.5266,0.5214,0.517,0.5136000000000001,0.511,0.5084,0.5078
0.06,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.997,0.9946,0.9906,0.9834,0.9776,0.9674,0.9552,0.9422,0.9288,0.915,0.897,0.8796,0.863,0.8418,0.8228,0.8046,0.7864,0.7724,0.7522,0.7323999999999999,0.7178,0.7008,0.6852,0.6724,0.6596,0.6468,0.6368,0.624,0.6155999999999999,0.607,0.5984,0.5906,0.5844,0.5776,0.5756,0.5726,0.5708,0.5686,0.5674
0.06,-0.005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9954,0.9926,0.9882,0.9814,0.9736,0.9634,0.9538,0.9406,0.9298,0.917,0.902,0.8852,0.87,0.8546,0.8351999999999999,0.8212,0.8064,0.79,0.7762,0.7592,0.744,0.7316,0.719,0.7068,0.6968,0.687,0.6766,0.6698,0.6608,0.654,0.646,0.6422,0.6377999999999999,0.6342,0.6306,0.6274,0.6252,0.623
0.06,-0.01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.998,0.9964,0.9944,0.9902,0.9846,0.9798,0.972,0.9608,0.9534,0.9396,0.9316,0.9206,0.9097999999999999,0.8936,0.8808,0.867,0.8528,0.8388,0.8251999999999999,0.8126,0.8002,0.7886,0.7764,0.7642,0.7548,0.7442,0.7368,0.7254,0.7174,0.7121999999999999,0.7072,0.7028,0.6972,0.6921999999999999,0.6892,0.687,0.6848000000000001,0.6836,0.6819999999999999
0.06,-0.015,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9972,0.995,0.9928,0.9886,0.9836,0.9778,0.9696,0.961,0.9522,0.9432,0.9339999999999999,0.9258,0.9152,0.9042,0.8922,0.8792,0.8684000000000001,0.8573999999999999,0.8478,0.8351999999999999,0.8248,0.8134,0.8052,0.7968,0.7866,0.78,0.7732,0.767,0.7622,0.7542,0.7494000000000001,0.745,0.7425999999999999,0.74,0.738,0.7362,0.7343999999999999,0.7332000000000001
0.06,-0.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9978,0.9962,0.9946,0.9912,0.987,0.983,0.977,0.9704,0.9614,0.953,0.9458,0.938,0.9316,0.9238,0.9122,0.9034,0.8926000000000001,0.8844,0.8744000000000001,0.8648,0.857,0.848,0.839,0.8334,0.8276,0.8214,0.8148,0.8106,0.8054,0.7994,0.7948,0.791,0.788,0.786,0.7832,0.7818,0.781,0.7802
