upper_limit,lower_limit,is_dynamic_rebalance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,-0.03,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9984,0.9964,0.9946,0.9928,0.9902,0.9862,0.9818,0.9776,0.9746,0.9698,0.9624,0.9576,0.9522,0.9476,0.9428,0.9366,0.9299999999999999,0.9228,0.9158,0.9108,0.905,0.8984,0.8938,0.889,0.883,0.877,0.871,0.866,0.861,0.856,0.8484,0.843,0.838,0.8336,0.8296,0.8266
0.0,-0.025,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.999,0.9974,0.9954,0.9938,0.9906,0.9864,0.9822,0.9782,0.9732,0.9664,0.9608,0.9546,0.9492,0.9434,0.935,0.9288,0.921,0.9136,0.906,0.8996,0.8924,0.8844,0.8792,0.8714,0.865,0.8584,0.8518,0.8454,0.8394,0.8328,0.827,0.8214,0.8148,0.8104,0.8049999999999999,0.8016,0.7969999999999999
0.0,-0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9986,0.9962,0.9942,0.991,0.988,0.983,0.9786,0.9716,0.9654,0.959,0.9512,0.9456,0.9384,0.9298,0.9212,0.9136,0.9032,0.8936,0.8868,0.8778,0.8704000000000001,0.8616,0.8548,0.847,0.8371999999999999,0.83,0.8212,0.815,0.8088,0.8002,0.7946,0.7884,0.783,0.7747999999999999,0.7692,0.7652,0.7578
0.0,-0.015,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9974,0.9952,0.993,0.9892,0.9842,0.9794,0.973,0.9648,0.9588,0.9504,0.9416,0.9332,0.9256,0.9134,0.905,0.8922,0.8822,0.8728,0.8646,0.8562,0.845,0.8358,0.8268,0.8158,0.8068,0.798,0.7906,0.7816,0.774,0.7674,0.7598,0.7534,0.746,0.738,0.7318,0.726,0.7198
0.0,-0.01,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9964,0.9944,0.9902,0.9868,0.9814,0.9748,0.9656,0.9586,0.95,0.9392,0.9312,0.9214,0.9072,0.8954,0.884,0.8732,0.861,0.8493999999999999,0.8392,0.8262,0.8160000000000001,0.8049999999999999,0.7924,0.7834,0.7746,0.7672,0.7582,0.7508,0.7412000000000001,0.7362,0.7258,0.7182,0.71,0.7032,0.6978,0.6912,0.6838
0.0,-0.005,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9984,0.9956,0.9932,0.9892,0.983,0.9762,0.9684,0.9598,0.9496,0.9390000000000001,0.9274,0.9174,0.9026,0.8882,0.8754,0.8598,0.8473999999999999,0.8338,0.8212,0.8082,0.7986,0.7858,0.7754,0.7654,0.7554,0.745,0.732,0.7246,0.718,0.7098,0.6988,0.6876,0.6779999999999999,0.6712,0.6656,0.659,0.6526000000000001,0.6457999999999999
0.0,-0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.999,0.9974,0.9944,0.9906,0.986,0.9796,0.9716,0.962,0.952,0.9396,0.9258,0.9126,0.8978,0.8818,0.8666,0.8498,0.8374,0.8198,0.8052,0.7926,0.782,0.7694,0.7576,0.7438,0.7316,0.7192000000000001,0.7066,0.6978,0.6912,0.6799999999999999,0.6688000000000001,0.6606000000000001,0.6516,0.644,0.6372,0.6292,0.6226,0.6166,0.6102000000000001
0.01,-0.03,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9984,0.9962,0.9944,0.9928,0.99,0.9854,0.981,0.977,0.974,0.9686,0.96,0.9568,0.9504,0.9456,0.9396,0.9339999999999999,0.9268,0.918,0.909,0.903,0.8974,0.8908,0.885,0.8778,0.8722,0.8656,0.859,0.8538,0.8464,0.8386,0.8316,0.8254,0.8198,0.815,0.8102,0.8054
0.01,-0.025,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.999,0.9974,0.9954,0.9938,0.9904,0.9862,0.9816,0.9772,0.9724,0.9658,0.9584,0.9536,0.9472,0.9412,0.9334,0.9256,0.9154,0.9064,0.8982,0.8926000000000001,0.8834,0.8752,0.8698,0.863,0.8552,0.8486,0.8396,0.8324,0.823,0.8160000000000001,0.8089999999999999,0.8042,0.7968,0.7916,0.7854,0.7792,0.7734
0.01,-0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9986,0.9962,0.9942,0.991,0.9876,0.9824,0.9782,0.971,0.964,0.957,0.9504,0.9446,0.9362,0.9266,0.9176,0.9064,0.8964,0.8876,0.8774,0.8704000000000001,0.8618,0.8522000000000001,0.8438,0.8356,0.8248,0.8146,0.8062,0.7988,0.7902,0.7832,0.775,0.7666,0.7568,0.752,0.7442,0.7376,0.7322
0.01,-0.015,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9974,0.9952,0.9926,0.989,0.9838,0.9788,0.9718,0.9642,0.9568,0.949,0.9406,0.931,0.9216,0.9104,0.8972,0.8852,0.8746,0.8644000000000001,0.8573999999999999,0.8456,0.8356,0.8228,0.8122,0.8026,0.7918000000000001,0.7844,0.7716000000000001,0.7604,0.7534,0.7465999999999999,0.7372000000000001,0.7296,0.7198,0.7132000000000001,0.7052,0.6968,0.6914
0.01,-0.01,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9964,0.9944,0.9902,0.9864,0.9808,0.974,0.9636,0.9578,0.9486,0.938,0.9294,0.9166,0.9026,0.888,0.877,0.8654,0.8522000000000001,0.842,0.8291999999999999,0.8152,0.8024,0.7918000000000001,0.779,0.7668,0.758,0.7474000000000001,0.7402,0.7298,0.719,0.7106,0.7016,0.6916,0.6841999999999999,0.6764,0.6696,0.6604,0.6528
0.01,-0.005,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9984,0.9956,0.993,0.9888,0.9828,0.9756,0.966,0.9592,0.9486,0.9378,0.9264,0.9124,0.8968,0.8826,0.8668,0.8518,0.8398,0.8251999999999999,0.8109999999999999,0.7969999999999999,0.7856,0.7726,0.761,0.7498,0.7374,0.7263999999999999,0.7142,0.7041999999999999,0.694,0.6799999999999999,0.6688000000000001,0.6602,0.652,0.6456,0.634,0.6286,0.6206,0.6128
0.01,-0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.999,0.9974,0.9944,0.9904,0.9858,0.979,0.9702,0.9616,0.951,0.9372,0.9236,0.909,0.892,0.8772,0.8572,0.8432,0.8278,0.8114,0.7982,0.7838,0.7682,0.7554,0.7442,0.7252000000000001,0.7096,0.698,0.6872,0.6752,0.663,0.651,0.6422,0.6317999999999999,0.622,0.615,0.6052,0.5984,0.5898,0.5816,0.5731999999999999
0.02,-0.03,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9984,0.996,0.9944,0.9928,0.9888,0.9844,0.9804,0.9768,0.9728,0.9668,0.9592,0.9548,0.949,0.9436,0.9376,0.9314,0.921,0.912,0.9032,0.8984,0.8914,0.8834,0.877,0.8682,0.8618,0.8548,0.8454,0.8386,0.8308,0.8224,0.8160000000000001,0.8096,0.8048,0.7984,0.7934,0.7852
0.02,-0.025,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.999,0.9974,0.9954,0.9938,0.99,0.9862,0.9808,0.9766,0.9714,0.965,0.9578,0.953,0.9456,0.9378,0.9314,0.9206,0.9108,0.901,0.8926000000000001,0.8858,0.8772,0.8688,0.8626,0.8522000000000001,0.8448,0.836,0.8260000000000001,0.8160000000000001,0.8069999999999999,0.8006,0.7922,0.7856,0.7776000000000001,0.7704,0.7638,0.7552,0.7482
0.02,-0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9992,0.9986,0.9962,0.994,0.9908,0.9876,0.9818,0.9772,0.9702,0.9632000000000001,0.9558,0.95,0.9418,0.933,0.9234,0.9128000000000001,0.9018,0.8902,0.8796,0.8722,0.8654,0.8528,0.8436,0.8334,0.8194,0.8089999999999999,0.8006,0.7914,0.7812,0.7726,0.7638,0.7536,0.7458,0.7363999999999999,0.7292000000000001,0.7223999999999999,0.7143999999999999,0.7070000000000001
0.02,-0.015,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9974,0.9952,0.9926,0.9886,0.9832,0.9786,0.9708,0.9634,0.9558,0.9484,0.9384,0.9282,0.9184,0.9042,0.8906000000000001,0.8796,0.8688,0.859,0.8502000000000001,0.8364,0.8231999999999999,0.8096,0.7986,0.7896,0.7778,0.7658,0.7542,0.7442,0.735,0.7248,0.716,0.7063999999999999,0.6968,0.6884,0.6808000000000001,0.6728000000000001,0.6632
0.02,-0.01,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9964,0.9942,0.9902,0.9864,0.9802,0.973,0.9632000000000001,0.9566,0.948,0.9364,0.9262,0.9122,0.8962,0.8815999999999999,0.8724000000000001,0.8592,0.8462000000000001,0.8338,0.8168,0.8034,0.7908,0.7772,0.7656000000000001,0.753,0.7424,0.7294,0.7182,0.7090000000000001,0.6984,0.6888000000000001,0.6786,0.6674,0.6586000000000001,0.6508,0.6408,0.6298,0.6242
0.02,-0.005,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9984,0.9956,0.9928,0.9886,0.9822,0.975,0.9654,0.958,0.9478,0.9362,0.9228,0.9074,0.892,0.8758,0.8613999999999999,0.8456,0.8334,0.8178,0.8009999999999999,0.7842,0.7727999999999999,0.7582,0.7454000000000001,0.7323999999999999,0.7192000000000001,0.708,0.6914,0.6808000000000001,0.6684,0.6572,0.6484,0.6376,0.627,0.6152,0.6064,0.5933999999999999,0.5860000000000001,0.5780000000000001
0.02,-0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.999,0.9974,0.9942,0.9904,0.9856,0.9784,0.9692,0.9608,0.9498,0.9359999999999999,0.9216,0.9048,0.8874,0.8694,0.8512,0.8374,0.8216,0.8038,0.7878000000000001,0.7698,0.7538,0.74,0.7243999999999999,0.7066,0.6912,0.6784,0.6639999999999999,0.6514,0.6408,0.6294,0.6182000000000001,0.606,0.596,0.5836,0.5748,0.5636,0.556,0.5472,0.5389999999999999
0.03,-0.03,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9992,0.9984,0.996,0.9944,0.9928,0.9884,0.984,0.9794,0.9764,0.9716,0.9662,0.9586,0.953,0.9476,0.9406,0.9336,0.926,0.9162,0.9066,0.8982,0.8924,0.8838,0.8768,0.8684000000000001,0.861,0.8533999999999999,0.8446,0.834,0.8258,0.817,0.8096,0.8014,0.7952,0.7884,0.7822,0.7764,0.7704
