pension_start_age,spend_multiplier,strategy,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
70,0.7500,No dynamic rebalance,2.5000,14593.6728,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9985,0.9980,0.9960,0.9895,0.9880,0.9765,0.9705,0.9640,0.9535,0.9420,0.9310,0.9235,0.9105,0.8985,0.8895,0.8775,0.8655,0.8550,0.8440,0.8410,0.8405,0.8400,0.8395,0.8385,0.8380,0.8370,0.8355,0.8345,0.8340,0.8340,0.8335,0.8330,0.8330,0.8325,0.8320,0.8320,0.8320,0.8320,0.8320,0.8320,0.8320,0.8320,0.8320,0.8320
70,0.7500,No dynamic rebalance,2.5000,14593.6728,364.8418,spend25p,365.0041,371.3183,377.0097,382.9719,388.2631,394.6590,400.8131,407.7328,412.5172,416.3490,418.6515,420.9234,422.4524,422.5008,423.0519,419.3666,411.6716,405.1850,395.9420,386.3136,352.1258,340.4677,329.6468,315.9606,302.3082,289.2890,277.8991,264.9295,249.3084,232.8094,0.0000,-13.2763,-28.3989,-43.9259,-57.4798,-70.4594,-82.2220,-93.8870,-103.9775,-113.8420,-123.9843,-132.9590,-142.6424,-153.3711,-165.1820,-177.4754,-190.8410,-206.3681,-223.9596,-241.4874,-260.6184,-283.0470,-308.2322,-333.9541,-364.9783
70,0.7500,No dynamic rebalance,2.5000,14593.6728,364.8418,spend50p,367.6828,379.2502,391.4063,404.0518,417.2829,431.1286,445.4792,460.2334,475.3901,489.2513,500.4965,511.2611,523.2696,531.1756,536.6224,538.3634,529.9315,525.2719,520.2946,512.4150,478.0169,470.9445,466.2402,456.9055,448.2348,442.3609,434.1963,424.3879,413.9425,400.8312,26.0955,8.4183,0.0000,0.0000,-3.2259,-18.5878,-32.7631,-45.4818,-56.3070,-68.4978,-80.5324,-92.6065,-104.0063,-117.1753,-129.6281,-143.9256,-157.4804,-172.8303,-187.8128,-204.2056,-221.8404,-240.3820,-261.3143,-282.6893,-304.8485
70,0.7500,No dynamic rebalance,2.5000,14593.6728,364.8418,spend75p,370.2527,387.0767,406.3800,425.7289,446.7564,470.9899,496.1257,519.2451,545.2122,569.3562,595.3258,619.1639,638.6533,655.9093,670.5073,685.3809,687.8114,694.6326,699.1916,696.0431,656.1711,648.9204,644.0867,642.6391,637.3770,634.0577,629.3527,617.9940,605.1187,590.9864,104.7543,84.2899,62.0575,43.5492,24.2862,6.3161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.2767,-32.8334,-47.7877,-65.2443,-87.2602,-110.8054,-134.4462,-161.3221,-185.5965,-207.8572,-225.1479,-243.6649
70,0.7500,固定最適比率,2.5000,14593.6728,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9975,0.9960,0.9945,0.9935,0.9905,0.9840,0.9775,0.9690,0.9630,0.9530,0.9375,0.9345,0.9325,0.9315,0.9300,0.9280,0.9260,0.9235,0.9225,0.9220,0.9210,0.9185,0.9185,0.9185,0.9165,0.9155,0.9150,0.9150,0.9150,0.9150,0.9150,0.9150,0.9150,0.9150,0.9150,0.9150
70,0.7500,固定最適比率,2.5000,14593.6728,364.8418,spend25p,365.0041,371.3183,377.0097,382.9719,388.2631,394.6590,400.8131,407.7328,412.5172,416.3490,418.6515,421.5958,422.7867,424.3471,426.8043,425.2487,421.4297,418.2208,414.1470,407.1349,379.0548,371.1584,368.1268,363.0067,354.9452,343.4213,334.9061,325.3717,309.8674,294.0404,-0.3012,-15.7239,-31.6783,-46.5029,-60.1528,-72.8602,-84.9777,-95.2925,-106.0787,-115.7251,-125.4701,-134.4684,-144.2695,-154.7279,-166.9884,-179.6084,-193.7578,-209.0453,-225.9845,-244.0450,-263.4526,-287.8291,-312.4560,-339.6457,-370.1858
70,0.7500,固定最適比率,2.5000,14593.6728,364.8418,spend50p,367.6828,379.2502,391.4063,404.0518,417.2829,431.1286,445.4792,460.2334,475.3901,489.2513,500.4965,511.8232,523.8936,533.6442,541.7771,542.5247,541.1837,537.4115,537.6420,536.7970,505.9979,501.8552,499.6059,493.8969,485.3623,482.2244,477.1401,468.6184,458.0171,447.4277,44.4497,26.1797,6.3953,0.0000,-11.2914,-26.5352,-39.7143,-52.7975,-65.0002,-75.7146,-87.9135,-99.8417,-111.5261,-123.9464,-136.1458,-149.2231,-161.8096,-177.3397,-192.4661,-210.2879,-228.5562,-249.1284,-269.7270,-291.1727,-314.4784
70,0.7500,固定最適比率,2.5000,14593.6728,364.8418,spend75p,370.2527,387.0767,406.3800,425.7289,446.7564,470.9899,496.1257,519.2451,545.2122,569.3562,595.3258,619.4590,639.3085,657.2640,675.0627,687.8879,698.8373,713.5524,719.0384,723.0765,685.3844,689.4995,693.3126,687.9709,687.0347,682.0146,673.8439,670.8954,660.7288,637.6797,122.8503,99.5140,76.8759,55.4212,36.8437,18.9750,3.2321,0.0000,0.0000,-10.4700,-22.6211,-34.5217,-46.8906,-60.6566,-75.4900,-92.2068,-111.4056,-133.8869,-153.1394,-172.1391,-190.4335,-208.9181,-227.6259,-247.1480,-267.5173
70,0.7500,DynamicV1Rebalance,2.5000,14593.6728,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9985,0.9980,0.9940,0.9905,0.9875,0.9830,0.9800,0.9745,0.9680,0.9605,0.9510,0.9455,0.9390,0.9325,0.9255,0.9200,0.9085,0.9005,0.8985,0.8980,0.8970,0.8955,0.8945,0.8930,0.8925,0.8920,0.8910,0.8900,0.8900,0.8900,0.8900,0.8900,0.8900,0.8900,0.8895,0.8895,0.8895,0.8895,0.8890,0.8890,0.8885,0.8885,0.8885
70,0.7500,DynamicV1Rebalance,2.5000,14593.6728,364.8418,spend25p,365.0041,371.3183,377.0097,382.9719,388.2631,394.6590,400.8131,407.7328,412.5172,416.3490,418.6515,421.5120,422.5782,423.3486,424.2240,420.3386,417.1934,412.4750,403.9794,396.8420,366.0358,356.5726,346.2098,336.3019,327.7270,317.3761,307.5917,296.0869,281.3283,271.1842,0.0000,-14.8544,-29.9964,-45.6883,-58.6180,-71.9517,-83.2004,-94.5361,-104.8045,-115.0430,-124.7228,-133.7626,-143.2537,-154.0066,-166.0109,-178.5170,-192.2534,-208.1502,-225.4344,-243.2470,-262.7550,-287.1847,-311.2111,-338.1252,-369.4634
