pension_start_age,spend_multiplier,strategy,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
70,0.7500,SpendAwareDPRebalance (R70-aware),1.5000,24322.7879,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
70,0.7500,SpendAwareDPRebalance (R70-aware),1.5000,24322.7879,364.8418,spend25p,364.8514,371.1357,377.4591,382.7932,389.1682,394.4480,400.0948,407.0850,413.1235,416.3833,419.5265,421.0197,422.0480,422.2973,424.1710,422.2149,419.1973,416.5588,411.4405,405.4753,379.4484,373.8661,367.0156,366.5171,360.5072,357.2916,352.6936,345.6867,338.9686,331.8604,-4.6869,-21.0848,-37.3571,-52.1168,-66.6751,-79.1523,-91.2527,-102.8939,-113.0765,-122.7137,-131.7521,-141.5138,-151.6911,-162.6712,-174.8427,-185.0821,-195.8678,-207.3793,-220.7045,-234.3530,-249.9119,-266.1473,-285.9429,-305.5363,-327.0354
70,0.7500,SpendAwareDPRebalance (R70-aware),1.5000,24322.7879,364.8418,spend50p,365.0092,376.5776,388.6663,400.9170,414.3525,427.6855,441.5571,456.9454,472.0158,483.9977,497.4016,506.4211,518.1149,527.8847,535.7240,537.6538,537.2162,533.5233,532.7200,533.2129,503.3183,503.1155,499.3394,495.9709,495.6288,490.3682,487.9353,487.7943,481.1751,478.0757,50.7868,31.2596,11.6309,-5.7108,-21.4928,-37.1467,-51.7847,-64.7580,-76.4317,-88.9189,-99.1834,-110.3809,-121.8612,-133.6358,-145.5393,-154.2705,-163.7349,-173.7012,-186.0941,-197.5274,-211.1899,-226.5396,-242.0875,-258.9128,-277.5725
70,0.7500,SpendAwareDPRebalance (R70-aware),1.5000,24322.7879,364.8418,spend75p,365.1607,382.2894,400.5890,420.6590,442.0646,464.0783,488.0655,511.4941,536.0929,561.9871,586.7245,611.5458,630.3455,650.6596,665.2560,678.8454,687.9554,699.9114,710.7619,713.2753,677.7566,680.6620,688.5165,689.0653,692.4383,694.5978,696.7529,702.0644,700.2880,696.3113,126.9941,103.8069,79.9522,58.1732,38.1633,20.3571,4.7173,-10.8726,-23.6313,-38.1980,-51.5042,-62.9757,-76.5689,-88.1371,-102.0238,-112.1608,-120.9767,-133.4511,-147.6508,-161.3444,-175.0243,-188.0187,-204.3745,-219.1025,-235.2241
70,0.7500,SpendAwareDPRebalance (R70-aware),1.6600,21978.4228,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
70,0.7500,SpendAwareDPRebalance (R70-aware),1.6600,21978.4228,364.8418,spend25p,364.8514,370.5989,376.6196,381.5372,387.5996,393.0102,399.1178,405.6353,410.9127,414.8927,418.3281,419.3755,419.5271,421.7815,423.7131,421.5362,418.6165,415.2211,409.8533,403.9240,377.5625,371.8801,364.7021,365.9704,359.4324,356.0336,351.5304,343.6151,337.0281,329.6139,-8.5337,-24.6772,-40.4191,-54.7932,-68.4785,-82.4268,-94.1890,-105.3633,-115.8476,-126.3575,-134.6233,-145.5808,-156.1538,-166.9424,-179.0682,-190.1886,-200.7037,-212.6574,-225.8165,-239.4304,-256.0372,-273.2467,-292.4996,-313.5574,-336.1546
70,0.7500,SpendAwareDPRebalance (R70-aware),1.6600,21978.4228,364.8418,spend50p,365.0092,376.1576,388.1380,400.4055,412.8517,426.6255,440.8258,455.8807,470.2475,482.4283,496.1130,504.6093,515.7504,524.5570,533.1145,536.2179,534.0048,532.5568,531.7051,528.3526,500.8969,499.4715,495.6946,491.8365,491.6280,486.2102,483.5310,483.3248,475.0824,470.0302,46.0300,26.5238,7.3356,-11.8825,-27.5398,-43.2124,-56.8852,-69.1188,-81.4068,-93.2464,-104.1556,-114.6901,-125.7049,-138.1552,-149.3310,-157.8250,-167.3898,-177.6829,-190.0717,-201.6800,-215.3169,-230.5116,-246.4534,-264.0609,-281.0305
70,0.7500,SpendAwareDPRebalance (R70-aware),1.6600,21978.4228,364.8418,spend75p,365.1607,381.8520,399.6315,419.5903,440.2726,462.0569,486.5342,508.7543,531.3936,558.2387,583.0324,607.5957,628.1078,648.3712,661.6624,675.1269,683.8211,693.5694,705.2543,707.7204,671.1278,675.2781,681.3639,684.3646,686.9733,686.4556,689.8668,688.8278,685.9561,688.1649,117.9661,94.5314,72.2229,50.7538,31.3845,13.4000,-2.7124,-17.3359,-31.3247,-45.6838,-59.0572,-70.5409,-82.3156,-94.6874,-109.7587,-120.1172,-129.8739,-141.6029,-154.6075,-168.0160,-180.0652,-193.8021,-208.2276,-222.8640,-238.3504
70,0.7500,SpendAwareDPRebalance (R70-aware),1.8000,20268.9900,364.8418,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9995,0.9990,0.9990,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975
70,0.7500,SpendAwareDPRebalance (R70-aware),1.8000,20268.9900,364.8418,spend25p,364.8514,369.8922,375.5633,380.1713,385.0516,391.1314,397.3658,402.5082,408.6334,412.8858,416.9433,418.0320,418.7984,419.8198,419.5687,419.1009,416.8162,411.6704,407.9787,402.3669,376.1552,367.8894,362.7624,364.0592,356.4284,353.4471,348.4384,341.8327,334.2619,326.3954,-13.9518,-29.5784,-45.6662,-59.5375,-73.8343,-87.6896,-98.5099,-109.2952,-119.7131,-130.1474,-140.6558,-150.2205,-161.4929,-171.8413,-185.1606,-196.5454,-207.0554,-218.9614,-232.8066,-248.0454,-265.6652,-283.5335,-302.9820,-323.8176,-347.9952
